territoire_brut,fk_territoire,theme,indicateur,valeur,fichier_source,territoire_id
Tanger-Assilah,tanger assilah,sante,total_general,8,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,2.0
Tétouan,tetouan,sante,centres_addictologie,1,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
Tétouan,tetouan,sante,centres_reeducation,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
Tétouan,tetouan,sante,centres_appareillage,1,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
Tétouan,tetouan,sante,centres_medico_universitaires,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
Tétouan,tetouan,sante,espace_sante_jeunes,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
Tétouan,tetouan,sante,total_general,2,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,4.0
M'Diq-Fnideq,m'diq fnideq,sante,centres_addictologie,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
M'Diq-Fnideq,m'diq fnideq,sante,centres_reeducation,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
M'Diq-Fnideq,m'diq fnideq,sante,centres_appareillage,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
M'Diq-Fnideq,m'diq fnideq,sante,centres_medico_universitaires,1,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
M'Diq-Fnideq,m'diq fnideq,sante,espace_sante_jeunes,0,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
M'Diq-Fnideq,m'diq fnideq,sante,total_general,1,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,3.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,centres_addictologie,5,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,centres_reeducation,1,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,centres_appareillage,3,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,centres_medico_universitaires,3,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,espace_sante_jeunes,5,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sante,total_general,17,sante_5__Répartition_des_structures_de_REMS_par_région_et_par_provincepréfecture__année_2023.xlsx,1.0
