Province,Etablissement,Specialité,Nombre,territoire_id
Tanger Assilah,Mghogha,Sage femme,1,2
Tanger Assilah,Mghogha,Infirmier auxiliaire et ASB,2,2
Tanger Assilah,Mghogha,Infirmier polyvalent,5,2
Tanger Assilah,Aouama Gharbia,Infirmier polyvalent,4,2
Tanger Assilah,Aouama Gharbia,Sage femme,2,2
Tanger Assilah,Mohamed V,Technicien en Laboratoire,7,2
Tanger Assilah,Mohamed V,Assistant social ,5,2
Tanger Assilah,Mohamed V,Infirmier en anesthésie-réanimation,18,2
Tanger Assilah,Mohamed V,Technicien en Santé de l'environnement,3,2
Tanger Assilah,Mohamed V,Infirmier polyvalent,87,2
Tanger Assilah,Mohamed V,Sage femme,38,2
Tanger Assilah,Mohamed V,Technicien en Radiologie,12,2
Tanger Assilah,Mohamed V,Technicien en Diététique/ Nutrition,1,2
Tanger Assilah,Mohamed V,Infirmier auxiliaire et ASB,10,2
Tanger Assilah,Mohamed V,Infirmier en soins d'urgence et soins intensifs,16,2
Tanger Assilah,Mohamed V,Kinésithérapie,7,2
Tanger Assilah,Mohamed V,Technicien Préparateur en pharmacie,3,2
Tanger Assilah,Mohamed V,Assistant Médical,1,2
Tanger Assilah,Mohamed V,Technicien en Maintenance biomédicale,1,2
Tanger Assilah,Mohamed V,Infirmier en néonatologie,8,2
Tanger Assilah,Al Kortobi,Infirmier auxiliaire et ASB,4,2
Tanger Assilah,Al Kortobi,Orthoptie,5,2
Tanger Assilah,Al Kortobi,Technicien en Statistiques Sanitaires,1,2
Tanger Assilah,Al Kortobi,Kinésithérapie,9,2
Tanger Assilah,Al Kortobi,Orthophonie,4,2
Tanger Assilah,Al Kortobi,Assistant social ,1,2
Tanger Assilah,Al Kortobi,Infirmier en anesthésie-réanimation,5,2
Tanger Assilah,Al Kortobi,Infirmier polyvalent,24,2
Tanger Assilah,Al Kortobi,Psychomotricité,5,2
Tanger Assilah,Al Kortobi,Technicien en Radiologie,4,2
Tanger Assilah,Al Kortobi,Technicien en Diététique/ Nutrition,1,2
Tanger Assilah,Al Kortobi,Orthoprothésie,1,2
Tanger Assilah,Al Kortobi,Technicien en Maintenance biomédicale,1,2
Tanger Assilah,Duc De Tovar,Infirmier auxiliaire et ASB,3,2
Tanger Assilah,Duc De Tovar,Kinésithérapie,1,2
Tanger Assilah,Duc De Tovar,Technicien Préparateur en pharmacie,1,2
Tanger Assilah,Duc De Tovar,Assistant social ,1,2
Tanger Assilah,Duc De Tovar,Infirmier polyvalent,25,2
Tanger Assilah,Duc De Tovar,Technicien en Radiologie,2,2
Tanger Assilah,Duc De Tovar,Technicien en Diététique/ Nutrition,1,2
Tanger Assilah,Duc De Tovar,Technicien en Maintenance biomédicale,1,2
Tanger Assilah,Assilah,Technicien en Laboratoire,2,2
Tanger Assilah,Assilah,Assistant social ,1,2
Tanger Assilah,Assilah,Infirmier en anesthésie-réanimation,7,2
Tanger Assilah,Assilah,Infirmier polyvalent,28,2
Tanger Assilah,Assilah,Sage femme,9,2
Tanger Assilah,Assilah,Technicien en Radiologie,4,2
Tanger Assilah,Assilah,Technicien en Maintenance biomédicale,1,2
Tanger Assilah,Arrazi,Infirmier auxiliaire et ASB,2,2
Tanger Assilah,Arrazi,Infirmier en santé mentale/Infirmier en psychiatrie,56,2
Tanger Assilah,Arrazi,Assistant social ,2,2
Tanger Assilah,Arrazi,Infirmier polyvalent,2,2
Tanger Assilah,Arrazi,Technicien en Diététique/ Nutrition,1,2
Tanger Assilah,Arrazi,Ergothérapie,3,2
Tanger Assilah,Mohammed Vi,Infirmier en soins d'urgence et soins intensifs,2,2
Tanger Assilah,Mohammed Vi,Surveillant des services sanitaires,1,2
Tanger Assilah,Mohammed Vi,Technicien en Laboratoire,1,2
Tanger Assilah,Mohammed Vi,Assistant social ,1,2
Tanger Assilah,Mohammed Vi,Infirmier en anesthésie-réanimation,8,2
Tanger Assilah,Mohammed Vi,Infirmier polyvalent,28,2
Tanger Assilah,Mohammed Vi,Sage femme,20,2
Tanger Assilah,Mohammed Vi,Technicien en Radiologie,6,2
Tanger Assilah,Mohammed Vi,Assistant Médical,1,2
Tanger Assilah,Assilah-Hôp. Assilah,Infirmier polyvalent,1,2
Tanger Assilah,Tanger-Hôp. Mohammed V,Infirmier polyvalent,6,2
Tanger Assilah,Centre d'oncologie,Infirmier polyvalent,19,2
Tanger Assilah,Centre d'oncologie,Technicien en Radiologie,10,2
Tanger Assilah,Centre d'oncologie,Technicien Biomédical,1,2
Tanger Assilah,Centre d'oncologie,Assistant Médical,1,2
Tanger Assilah,Espace Santé Jeunes Said noussairi,Infirmier auxiliaire et ASB,1,2
Tanger Assilah,Espace Santé Jeunes Al Amal,Infirmier polyvalent,1,2
Tanger Assilah,"CIRAR, LALLA Khadija.",Psychomotricité,1,2
Tanger Assilah,"CIRAR, LALLA Khadija.",Orthoprothésie,3,2
Tanger Assilah,Tanger,Infirmier en santé mentale/Infirmier en psychiatrie,4,2
Tanger Assilah,Tanger,Infirmier polyvalent,1,2
Tanger Assilah,Cité universitaire,Infirmier polyvalent,1,2
Tetouan,Oued Laou,Infirmier auxiliaire et ASB,1,4
Tetouan,Oued Laou,Infirmier polyvalent,5,4
Tetouan,Oued Laou,Sage femme,6,4
Tetouan,Oued Laou,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Mallah,Infirmier auxiliaire et ASB,1,4
Tetouan,Mallah,Infirmier polyvalent,3,4
Tetouan,Mallah,Sage femme,2,4
Tetouan,Mallah,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Mhannech,Sage femme,3,4
Tetouan,Mhannech,Infirmier polyvalent,5,4
Tetouan,Mhannech,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,My Hassan,Infirmier auxiliaire et ASB,3,4
Tetouan,My Hassan,Infirmier polyvalent,2,4
Tetouan,My Hassan,Sage femme,1,4
Tetouan,Sidi Frij,Infirmier polyvalent,2,4
Tetouan,Sidi Frij,Sage femme,3,4
Tetouan,Touilaa,Infirmier polyvalent,6,4
Tetouan,Touilaa,Sage femme,2,4
Tetouan,Coelma,Infirmier auxiliaire et ASB,1,4
Tetouan,Coelma,Infirmier polyvalent,5,4
Tetouan,Coelma,Sage femme,1,4
Tetouan,Coelma,Infirmier en santé de famille et santé communautaire,4,4
Tetouan,Boujara (Aviation),Infirmier en santé mentale/Infirmier en psychiatrie,1,4
Tetouan,Boujara (Aviation),Infirmier polyvalent,5,4
Tetouan,Boujara (Aviation),Sage femme,1,4
Tetouan,Boujara (Aviation),Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Bab Tout,Infirmier polyvalent,2,4
Tetouan,Bab Tout,Sage femme,2,4
Tetouan,Bab Tout,Infirmier auxiliaire et ASB,1,4
Tetouan,Cite Scolaire,Infirmier polyvalent,3,4
Tetouan,Cite Scolaire,Sage femme,4,4
Tetouan,Dersa,Infirmier en santé mentale/Infirmier en psychiatrie,1,4
Tetouan,Dersa,Infirmier polyvalent,2,4
Tetouan,Dersa,Sage femme,1,4
Tetouan,Dersa,Infirmier en santé de famille et santé communautaire,4,4
Tetouan,Samsa,Infirmier auxiliaire et ASB,2,4
Tetouan,Samsa,Infirmier polyvalent,1,4
Tetouan,Samsa,Sage femme,2,4
Tetouan,Samsa,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Sidi Talha,Infirmier polyvalent,4,4
Tetouan,Sidi Talha,Sage femme,1,4
Tetouan,Sidi Talha,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Kassabah (Dersa Ii),Infirmier auxiliaire et ASB,1,4
Tetouan,Kassabah (Dersa Ii),Infirmier polyvalent,7,4
Tetouan,Kassabah (Dersa Ii),Sage femme,1,4
Tetouan,Kassabah (Dersa Ii),Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Dersa Iii (Balinio),Infirmier polyvalent,3,4
Tetouan,Dersa Iii (Balinio),Sage femme,2,4
Tetouan,Nakkata,Infirmier polyvalent,5,4
Tetouan,Nakkata,Sage femme,2,4
Tetouan,Koratt Sebat,Infirmier polyvalent,4,4
Tetouan,Koratt Sebat,Sage femme,1,4
Tetouan,Koratt Sebat,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Fondaq,Infirmier polyvalent,2,4
Tetouan,Souk Kdim,Infirmier polyvalent,2,4
Tetouan,Bni Harchen,Infirmier polyvalent,2,4
Tetouan,Jbel Hbib,Infirmier polyvalent,4,4
Tetouan,Jbel Hbib,Sage femme,4,4
Tetouan,Dchar Tnine,Infirmier polyvalent,3,4
Tetouan,Mallalienne,Infirmier polyvalent,2,4
Tetouan,Saddina,Infirmier polyvalent,2,4
Tetouan,Azla    ,Infirmier auxiliaire et ASB,1,4
Tetouan,Azla    ,Infirmier polyvalent,1,4
Tetouan,Zaitoun (Beni Salah),Infirmier auxiliaire et ASB,1,4
Tetouan,Zaitoun (Beni Salah),Infirmier polyvalent,1,4
Tetouan,Beni Hassan,Infirmier polyvalent,2,4
Tetouan,Beni Hassan,Sage femme,4,4
Tetouan,Khazzan Laou,Infirmier polyvalent,2,4
Tetouan,Timizar,Infirmier polyvalent,2,4
Tetouan,Ichouchen,Infirmier polyvalent,1,4
Tetouan,Had Bghaghza,Infirmier polyvalent,2,4
Tetouan,Bni Idder,Infirmier polyvalent,2,4
Tetouan,Amzal,Infirmier polyvalent,1,4
Tetouan,Amzal,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Ben Karrich,Infirmier polyvalent,4,4
Tetouan,Ben Karrich,Sage femme,4,4
Tetouan,Zinate (Dar En-Nia),Infirmier polyvalent,2,4
Tetouan,Bni Said (Chrouda),Infirmier polyvalent,2,4
Tetouan,Tassift (Amsa),Infirmier auxiliaire et ASB,1,4
Tetouan,Tassift (Amsa),Infirmier polyvalent,2,4
Tetouan,CDTMR,Infirmier auxiliaire et ASB,1,4
Tetouan,CDTMR,Technicien en Laboratoire,1,4
Tetouan,CDTMR,Infirmier polyvalent,3,4
Tetouan,CDTMR,Technicien en Radiologie,1,4
Tetouan,Tetouan (Hôpital),Technicien en Laboratoire,1,4
Tetouan,Tetouan (Hôpital),Infirmier polyvalent,2,4
Tetouan,Tetouan (Hôpital),Assistant Médical,4,4
Tetouan,Tabola,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Tabola,Infirmier polyvalent,3,4
Tetouan,Tabola,Sage femme,2,4
Tetouan,Dar Morsya,Infirmier polyvalent,3,4
Tetouan,Dar Morsya,Sage femme,3,4
Tetouan,Dar Morsya,Infirmier en santé de famille et santé communautaire,1,4
Tetouan,Tetouan,Infirmier polyvalent,1,4
Tetouan,Tetouan,Sage femme,3,4
Tetouan,Tetouan,Technicien en Radiologie,1,4
Tetouan,Hôpital.Civil,Infirmier auxiliaire et ASB,5,4
Tetouan,Hôpital.Civil,Orthoptie,2,4
Tetouan,Hôpital.Civil,Technicien en Statistiques Sanitaires,1,4
Tetouan,Hôpital.Civil,Infirmier en soins d'urgence et soins intensifs,10,4
Tetouan,Hôpital.Civil,Infirmier en santé mentale/Infirmier en psychiatrie,10,4
Tetouan,Hôpital.Civil,Kinésithérapie,10,4
Tetouan,Hôpital.Civil,Technicien Préparateur en pharmacie,3,4
Tetouan,Hôpital.Civil,Technicien en Laboratoire,10,4
Tetouan,Hôpital.Civil,Assistant social ,4,4
Tetouan,Hôpital.Civil,Infirmier en anesthésie-réanimation,22,4
Tetouan,Hôpital.Civil,Technicien en Santé de l'environnement,2,4
Tetouan,Hôpital.Civil,Infirmier polyvalent,83,4
Tetouan,Hôpital.Civil,Sage femme,31,4
Tetouan,Hôpital.Civil,Psychomotricité,1,4
Tetouan,Hôpital.Civil,Technicien en Radiologie,13,4
Tetouan,Hôpital.Civil,Technicien en Diététique/ Nutrition,4,4
Tetouan,Hôpital.Civil,Technicien Biomédical,1,4
Tetouan,Hôpital.Civil,Assistant Médical,5,4
Tetouan,Hôpital.Civil,Infirmier en néonatologie,8,4
Tetouan,Ben Karrich,Infirmier en soins d'urgence et soins intensifs,1,4
Tetouan,Ben Karrich,Kinésithérapie,1,4
Tetouan,Ben Karrich,Technicien en Laboratoire,4,4
Tetouan,Ben Karrich,Assistant social ,1,4
Tetouan,Ben Karrich,Infirmier polyvalent,24,4
Tetouan,Ben Karrich,Sage femme,9,4
Tetouan,Ben Karrich,Technicien en Radiologie,4,4
Tetouan,Ben Karrich,Technicien Biomédical,1,4
Tetouan,Errazi,Infirmier en santé mentale/Infirmier en psychiatrie,39,4
Tetouan,Errazi,Assistant social ,1,4
Tetouan,Errazi,Infirmier polyvalent,3,4
Tetouan,Errazi,Technicien en Diététique/ Nutrition,2,4
Tetouan,Errazi,Ergothérapie,1,4
Tetouan,Tetouan-Hôp. Civil,Infirmier polyvalent,10,4
Tetouan,CIRAR (Hôpital Régional),Orthoptie,4,4
Tetouan,CIRAR (Hôpital Régional),Kinésithérapie,6,4
Tetouan,CIRAR (Hôpital Régional),Orthophonie,1,4
Tetouan,CIRAR (Hôpital Régional),Psychomotricité,3,4
Tetouan,CIRAR (Hôpital Régional),Orthoprothésie,6,4
Tetouan,CIRAR (Hôpital Régional),Ergothérapie,2,4
Tetouan,Tétouan,Infirmier polyvalent,3,4
Tetouan,Tétouan,Infirmier en santé mentale/Infirmier en psychiatrie,7,4
Tetouan,Tétouan,Assistant social ,1,4
Fahs-Anjra,Bni Ouassine,Infirmier polyvalent,2,5
Tanger Assilah,Beni Makada (CMP),Technicien en Maintenance biomédicale,1,2
Tanger Assilah,Beni Makada (CMP),Infirmier polyvalent,31,2
Tanger Assilah,Beni Makada (CMP),Infirmier auxiliaire et ASB,1,2
Tanger Assilah,Beni Makada (CMP),Technicien en Radiologie,4,2
Tanger Assilah,Beni Makada (CMP),Technicien Préparateur en pharmacie,1,2
Tanger Assilah,Beni Makada (CMP),Technicien en Diététique/ Nutrition,1,2
Tanger Assilah,Beni Makada (CMP),Infirmier en soins d'urgence et soins intensifs,7,2
Tanger Assilah,Beni Makada (CMP),Infirmier en anesthésie-réanimation,6,2
Tanger Assilah,Beni Makada (CMP),Technicien en Laboratoire,5,2
Tanger Assilah,Beni Makada (CMP),Kinésithérapie,4,2
Tanger Assilah,Beni Makada (CMP),Sage femme,15,2
Tanger Assilah,Beni Makada (CMP),Assistant social ,2,2
Tanger Assilah,Bir Chifa,Assistant social ,2,2
Tanger Assilah,Bir Chifa,Infirmier polyvalent,3,2
Tanger Assilah,Bir Chifa,Infirmier en santé mentale/Infirmier en psychiatrie,9,2
Tanger Assilah,Hay Jadid,Assistant social ,2,2
Tanger Assilah,Hay Jadid,Infirmier en santé mentale/Infirmier en psychiatrie,8,2
Tanger Assilah,Mghogha,Assistant social ,1,2
Tanger Assilah,Mghogha,Infirmier polyvalent,2,2
Tanger Assilah,Mghogha,Infirmier en santé mentale/Infirmier en psychiatrie,8,2
Ouezzane,2026-07-09 00:00:00,Sage femme,1,9
Ouezzane,2026-07-09 00:00:00,Infirmier en santé de famille et santé communautaire,2,9
Ouezzane,2026-07-09 00:00:00,Infirmier polyvalent,4,9
Larache,Oulad Hmid,Sage femme,2,6
Larache,Oulad Hmid,Infirmier polyvalent,3,6
Ouezzane,Zaytouna,Infirmier polyvalent,1,9
Ouezzane,Fraoua,Infirmier polyvalent,1,9
Mdiq-Fnideq,Martil,Technicien en Maintenance biomédicale,2,3
Mdiq-Fnideq,Martil,Infirmier polyvalent,27,3
Mdiq-Fnideq,Martil,Technicien en Radiologie,7,3
Mdiq-Fnideq,Martil,Infirmier en santé mentale/Infirmier en psychiatrie,1,3
Mdiq-Fnideq,Martil,Technicien en Diététique/ Nutrition,2,3
Mdiq-Fnideq,Martil,Infirmier en soins d'urgence et soins intensifs,5,3
Mdiq-Fnideq,Martil,Infirmier en anesthésie-réanimation,4,3
Mdiq-Fnideq,Martil,Technicien en Laboratoire,2,3
Mdiq-Fnideq,Martil,Orthoptie,3,3
Mdiq-Fnideq,Martil,Kinésithérapie,8,3
Mdiq-Fnideq,Martil,Sage femme,19,3
Mdiq-Fnideq,Martil,Assistant social ,1,3
Tanger Assilah,Hôpital des spécialité Mohamed VI,Orthoptie,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien en Radiologie,20,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien Biomédical,5,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Orthophonie,3,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Infirmier en soins d'urgence et soins intensifs,10,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Kinésithérapie,5,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien en Laboratoire,41,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Infirmier en anesthésie-réanimation,35,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Ergothérapie,2,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Infirmier polyvalent,238,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien en Santé de l'environnement,6,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Assistant social ,3,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Assistant Médical,14,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien Préparateur en pharmacie,10,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien en Diététique/ Nutrition,5,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Infirmier en néonatologie,5,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Technicien Biomédical,1,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Infirmier en soins d'urgence et soins intensifs,6,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Infirmier en anesthésie-réanimation,2,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Infirmier polyvalent,45,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Sage femme,59,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Assistant social ,1,2
Tanger Assilah,Hôpital psychiatrique Mohamed VI,Infirmier en santé mentale/Infirmier en psychiatrie,11,2
Al Hoceima,CALABONITA,Infirmier polyvalent,2,7
Tanger Assilah,ACHENAD,Infirmier en santé de famille et santé communautaire,2,2
Tanger Assilah,ACHENAD,Infirmier polyvalent,3,2
Tanger Assilah,ACHENAD,Sage femme,3,2
Al Hoceima,Bades,Infirmier polyvalent,2,7
Al Hoceima,Sidi Abid,Infirmier polyvalent,2,7
Al Hoceima,Thanaoui,Infirmier polyvalent,2,7
Al Hoceima,Imzouren,Assistant social ,2,7
Al Hoceima,Targuist,Infirmier polyvalent,1,7
Ouezzane,Bouhlal,Infirmier polyvalent,3,9
Ouezzane,Lmghessel,Infirmier polyvalent,1,9
Tetouan,Dar Allalou,Infirmier polyvalent,1,4
Tetouan,Boussafou,Infirmier polyvalent,3,4
Al Hoceima,Mohammed VI,Infirmier auxiliaire et ASB,11,7
Al Hoceima,Mohammed VI,Technicien en Radiologie,13,7
Al Hoceima,Mohammed VI,Infirmier en néonatologie,7,7
Al Hoceima,Mohammed VI,Infirmier en soins d'urgence et soins intensifs,12,7
Al Hoceima,Mohammed VI,Infirmier en santé mentale/Infirmier en psychiatrie,4,7
Al Hoceima,Mohammed VI,Technicien en Laboratoire,7,7
Al Hoceima,Mohammed VI,Infirmier en anesthésie-réanimation,19,7
Al Hoceima,Mohammed VI,Infirmier polyvalent,136,7
Al Hoceima,Mohammed VI,Technicien en Statistiques Sanitaires,1,7
Al Hoceima,Mohammed VI,Sage femme,46,7
Al Hoceima,Mohammed VI,Technicien en Santé de l'environnement,3,7
Al Hoceima,Mohammed VI,Assistant social ,4,7
Al Hoceima,Mohammed VI,Technicien Préparateur en pharmacie,2,7
Al Hoceima,Mohammed VI,Technicien en Diététique/ Nutrition,2,7
Tetouan,Tétouan,Infirmier polyvalent,1,4
Tanger Assilah,Allal Al Fassi,Orthoptie,2,2
Tanger Assilah,Allal Al Fassi,Psychomotricité,7,2
Tanger Assilah,Allal Al Fassi,Orthophonie,4,2
Tanger Assilah,Allal Al Fassi,Kinésithérapie,9,2
Tanger Assilah,Allal Al Fassi,Technicien en Laboratoire,1,2
Tanger Assilah,Allal Al Fassi,Ergothérapie,1,2
Tanger Assilah,Allal Al Fassi,Infirmier polyvalent,13,2
Tanger Assilah,Allal Al Fassi,Technicien en Santé de l'environnement,1,2
Tanger Assilah,Allal Al Fassi,Assistant social ,2,2
Tanger Assilah,Allal Al Fassi,Assistant Médical,1,2
Tanger Assilah,Allal Al Fassi,Technicien en Diététique/ Nutrition,2,2
