cg,collectivite,fk_territoire,indicateur,valeur,territoire_id
01.571.05.27,Commune de Zinat,tetouan,indice_entrees (%),2.8,68
01.571.05.27,Commune de Zinat,tetouan,indice_sortie (%),30.5,68
01.571.05.27,Commune de Zinat,tetouan,sorties,3173.0,68
01.571.05.07,Commune d'Azla,tetouan,population_sedentaire_5ans_plus,20967.0,69
01.571.05.07,Commune d'Azla,tetouan,natifs_residents_non_migrants,18845.0,69
01.571.05.07,Commune d'Azla,tetouan,residents_recents_5ans,19446.0,69
01.571.05.07,Commune d'Azla,tetouan,entrees,2099.0,69
01.571.05.07,Commune d'Azla,tetouan,indice_entrees (%),10.0,69
01.571.05.07,Commune d'Azla,tetouan,indice_sortie (%),3.1,69
01.571.05.07,Commune d'Azla,tetouan,sorties,601.0,69
01.571.05.23,Commune de Zaitoune,tetouan,population_sedentaire_5ans_plus,12275.0,70
01.571.05.23,Commune de Zaitoune,tetouan,natifs_residents_non_migrants,11141.0,70
01.571.05.23,Commune de Zaitoune,tetouan,residents_recents_5ans,11479.0,70
01.571.05.23,Commune de Zaitoune,tetouan,entrees,1131.0,70
01.571.05.23,Commune de Zaitoune,tetouan,indice_entrees (%),9.2,70
01.571.05.23,Commune de Zaitoune,tetouan,indice_sortie (%),2.9,70
01.571.05.23,Commune de Zaitoune,tetouan,sorties,338.0,70
01.571.05.15,Commune de Bni Said,tetouan,population_sedentaire_5ans_plus,9577.0,71
01.571.05.15,Commune de Bni Said,tetouan,natifs_residents_non_migrants,8997.0,71
01.571.05.15,Commune de Bni Said,tetouan,residents_recents_5ans,9682.0,71
01.571.05.15,Commune de Bni Said,tetouan,entrees,574.0,71
01.571.05.15,Commune de Bni Said,tetouan,indice_entrees (%),6.0,71
01.571.05.15,Commune de Bni Said,tetouan,indice_sortie (%),7.1,71
01.571.05.15,Commune de Bni Said,tetouan,sorties,685.0,71
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,population_sedentaire_5ans_plus,11683.0,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,natifs_residents_non_migrants,11479.0,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,residents_recents_5ans,12245.0,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,entrees,197.0,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,indice_entrees (%),1.7,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,indice_sortie (%),6.3,72
01.571.05.25,Commune de Zaouiat Sidi Kacem,tetouan,sorties,766.0,72
01.227,Province de Fahs-Anjra,fahs anjra,population_sedentaire_5ans_plus,89512.0,5
01.227,Province de Fahs-Anjra,fahs anjra,natifs_residents_non_migrants,79170.0,5
01.227,Province de Fahs-Anjra,fahs anjra,residents_recents_5ans,84099.0,5
01.227,Province de Fahs-Anjra,fahs anjra,entrees,10137.0,5
01.227,Province de Fahs-Anjra,fahs anjra,indice_entrees (%),11.3,5
01.227,Province de Fahs-Anjra,fahs anjra,indice_sortie (%),5.9,5
01.227,Province de Fahs-Anjra,fahs anjra,sorties,4929.0,5
01.227.05.09,Commune de Malloussa,fahs anjra,population_sedentaire_5ans_plus,16201.0,73
01.227.05.09,Commune de Malloussa,fahs anjra,natifs_residents_non_migrants,13867.0,73
01.227.05.09,Commune de Malloussa,fahs anjra,residents_recents_5ans,14824.0,73
01.227.05.09,Commune de Malloussa,fahs anjra,entrees,2302.0,73
01.227.05.09,Commune de Malloussa,fahs anjra,indice_entrees (%),14.2,73
01.227.05.09,Commune de Malloussa,fahs anjra,indice_sortie (%),6.5,73
01.227.05.09,Commune de Malloussa,fahs anjra,sorties,957.0,73
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,population_sedentaire_5ans_plus,13908.0,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,natifs_residents_non_migrants,10567.0,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,residents_recents_5ans,10986.0,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,entrees,3283.0,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,indice_entrees (%),23.6,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,indice_sortie (%),3.8,74
01.227.05.01,Commune d'Al Bahraoyine,fahs anjra,sorties,419.0,74
01.227.05.05,Commune de Ksar Sghir,fahs anjra,population_sedentaire_5ans_plus,14858.0,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,natifs_residents_non_migrants,13139.0,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,residents_recents_5ans,14588.0,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,entrees,1666.0,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,indice_entrees (%),11.2,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,indice_sortie (%),9.9,75
01.227.05.05,Commune de Ksar Sghir,fahs anjra,sorties,1449.0,75
01.227.03.11,Commune de Jouamaa,fahs anjra,population_sedentaire_5ans_plus,8970.0,76
01.227.03.11,Commune de Jouamaa,fahs anjra,natifs_residents_non_migrants,7522.0,76
01.227.03.11,Commune de Jouamaa,fahs anjra,residents_recents_5ans,8020.0,76
01.227.03.11,Commune de Jouamaa,fahs anjra,entrees,1437.0,76
01.227.03.11,Commune de Jouamaa,fahs anjra,indice_entrees (%),16.0,76
01.227.03.11,Commune de Jouamaa,fahs anjra,indice_sortie (%),6.2,76
01.227.03.11,Commune de Jouamaa,fahs anjra,sorties,498.0,76
01.227.03.05,Commune d'Anjra,fahs anjra,population_sedentaire_5ans_plus,15648.0,77
01.227.03.05,Commune d'Anjra,fahs anjra,natifs_residents_non_migrants,15055.0,77
01.227.03.05,Commune d'Anjra,fahs anjra,residents_recents_5ans,15941.0,77
01.227.03.05,Commune d'Anjra,fahs anjra,entrees,592.0,77
01.227.03.05,Commune d'Anjra,fahs anjra,indice_entrees (%),3.8,77
01.227.03.05,Commune d'Anjra,fahs anjra,indice_sortie (%),5.6,77
01.227.03.05,Commune d'Anjra,fahs anjra,sorties,886.0,77
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,population_sedentaire_5ans_plus,3379.0,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,natifs_residents_non_migrants,2969.0,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,residents_recents_5ans,3110.0,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,entrees,409.0,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,indice_entrees (%),12.1,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,indice_sortie (%),4.5,188
01.227.03.05.3,dont le centre urbain d'Anjra,fahs anjra,sorties,141.0,188
01.227.03.21,Commune de Taghramt,fahs anjra,population_sedentaire_5ans_plus,8548.0,78
01.227.03.21,Commune de Taghramt,fahs anjra,natifs_residents_non_migrants,8036.0,78
01.227.03.21,Commune de Taghramt,fahs anjra,residents_recents_5ans,8366.0,78
01.227.03.21,Commune de Taghramt,fahs anjra,entrees,492.0,78
01.227.03.21,Commune de Taghramt,fahs anjra,indice_entrees (%),5.8,78
01.227.03.21,Commune de Taghramt,fahs anjra,indice_sortie (%),3.9,78
01.227.03.21,Commune de Taghramt,fahs anjra,sorties,329.0,78
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,population_sedentaire_5ans_plus,11379.0,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,natifs_residents_non_migrants,10134.0,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,residents_recents_5ans,11374.0,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,entrees,1214.0,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,indice_entrees (%),10.7,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,indice_sortie (%),10.9,79
01.227.03.13,Commune de Ksar El Majaz,fahs anjra,sorties,1240.0,79
01.331,Province de Larache,larache,population_sedentaire_5ans_plus,466253.0,6
01.331,Province de Larache,larache,natifs_residents_non_migrants,449864.0,6
01.331,Province de Larache,larache,residents_recents_5ans,479894.0,6
01.331,Province de Larache,larache,entrees,15374.0,6
01.331,Province de Larache,larache,indice_entrees (%),3.3,6
01.331,Province de Larache,larache,indice_sortie (%),6.3,6
01.331,Province de Larache,larache,sorties,30030.0,6
01.331.01.01,Commune de Ksar El Kebir,larache,population_sedentaire_5ans_plus,116077.0,80
01.331.01.01,Commune de Ksar El Kebir,larache,natifs_residents_non_migrants,109055.0,80
01.331.01.01,Commune de Ksar El Kebir,larache,residents_recents_5ans,120611.0,80
01.331.01.01,Commune de Ksar El Kebir,larache,entrees,6803.0,80
01.331.01.01,Commune de Ksar El Kebir,larache,indice_entrees (%),5.9,80
01.331.01.01,Commune de Ksar El Kebir,larache,indice_sortie (%),9.6,80
01.331.01.01,Commune de Ksar El Kebir,larache,sorties,11556.0,80
01.331.01.03,Commune de Larache,larache,population_sedentaire_5ans_plus,123542.0,81
01.331.01.03,Commune de Larache,larache,natifs_residents_non_migrants,113941.0,81
01.331.01.03,Commune de Larache,larache,residents_recents_5ans,120769.0,81
01.331.01.03,Commune de Larache,larache,entrees,9033.0,81
01.331.01.03,Commune de Larache,larache,indice_entrees (%),7.3,81
01.331.01.03,Commune de Larache,larache,indice_sortie (%),5.7,81
01.331.01.03,Commune de Larache,larache,sorties,6827.0,81
01.331.07.05,Commune de Laouamra,larache,population_sedentaire_5ans_plus,43099.0,82
01.331.07.05,Commune de Laouamra,larache,natifs_residents_non_migrants,41311.0,82
01.331.07.05,Commune de Laouamra,larache,residents_recents_5ans,43243.0,82
01.331.07.05,Commune de Laouamra,larache,entrees,1700.0,82
01.331.07.05,Commune de Laouamra,larache,indice_entrees (%),3.9,82
01.331.07.05,Commune de Laouamra,larache,indice_sortie (%),4.5,82
01.331.07.05,Commune de Laouamra,larache,sorties,1933.0,82
01.331.07.05.3,dont le centre urbain de Laouamra,larache,population_sedentaire_5ans_plus,8979.0,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,natifs_residents_non_migrants,8004.0,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,residents_recents_5ans,8382.0,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,entrees,949.0,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,indice_entrees (%),10.6,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,indice_sortie (%),4.5,189
01.331.07.05.3,dont le centre urbain de Laouamra,larache,sorties,378.0,189
01.331.07.17,Commune de Zouada,larache,population_sedentaire_5ans_plus,22763.0,83
01.331.07.17,Commune de Zouada,larache,natifs_residents_non_migrants,22239.0,83
01.331.07.17,Commune de Zouada,larache,residents_recents_5ans,22884.0,83
01.331.07.17,Commune de Zouada,larache,entrees,490.0,83
01.331.07.17,Commune de Zouada,larache,indice_entrees (%),2.2,83
01.331.07.17,Commune de Zouada,larache,indice_sortie (%),2.8,83
01.331.07.17,Commune de Zouada,larache,sorties,645.0,83
01.331.07.03,Commune de Ksar Bjir,larache,population_sedentaire_5ans_plus,15694.0,84
01.331.07.03,Commune de Ksar Bjir,larache,natifs_residents_non_migrants,15228.0,84
01.331.07.03,Commune de Ksar Bjir,larache,residents_recents_5ans,15885.0,84
01.331.07.03,Commune de Ksar Bjir,larache,entrees,453.0,84
01.331.07.03,Commune de Ksar Bjir,larache,indice_entrees (%),2.9,84
01.331.07.03,Commune de Ksar Bjir,larache,indice_sortie (%),4.1,84
01.331.07.03,Commune de Ksar Bjir,larache,sorties,657.0,84
01.331.07.01,Commune de Boujedyane,larache,population_sedentaire_5ans_plus,8865.0,85
01.331.07.01,Commune de Boujedyane,larache,natifs_residents_non_migrants,8625.0,85
01.331.07.01,Commune de Boujedyane,larache,residents_recents_5ans,9373.0,85
01.331.07.01,Commune de Boujedyane,larache,entrees,235.0,85
01.331.07.01,Commune de Boujedyane,larache,indice_entrees (%),2.7,85
01.331.07.01,Commune de Boujedyane,larache,indice_sortie (%),8.0,85
01.331.07.01,Commune de Boujedyane,larache,sorties,749.0,85
01.331.07.15,Commune de Tatoft,larache,population_sedentaire_5ans_plus,7940.0,86
01.331.07.15,Commune de Tatoft,larache,natifs_residents_non_migrants,7733.0,86
01.331.07.15,Commune de Tatoft,larache,residents_recents_5ans,9016.0,86
01.331.07.15,Commune de Tatoft,larache,entrees,204.0,86
01.331.07.15,Commune de Tatoft,larache,indice_entrees (%),2.6,86
01.331.07.15,Commune de Tatoft,larache,indice_sortie (%),14.2,86
01.331.07.15,Commune de Tatoft,larache,sorties,1284.0,86
01.331.07.11,Commune de Souk L'qolla,larache,population_sedentaire_5ans_plus,12481.0,87
01.331.07.11,Commune de Souk L'qolla,larache,natifs_residents_non_migrants,12263.0,87
01.331.07.11,Commune de Souk L'qolla,larache,residents_recents_5ans,13626.0,87
01.331.07.11,Commune de Souk L'qolla,larache,entrees,218.0,87
01.331.07.11,Commune de Souk L'qolla,larache,indice_entrees (%),1.7,87
01.331.07.11,Commune de Souk L'qolla,larache,indice_sortie (%),10.0,87
01.331.07.11,Commune de Souk L'qolla,larache,sorties,1362.0,87
01.331.09.03,Commune de Bni Arouss,larache,population_sedentaire_5ans_plus,6804.0,88
01.331.09.03,Commune de Bni Arouss,larache,natifs_residents_non_migrants,6479.0,88
01.331.09.03,Commune de Bni Arouss,larache,residents_recents_5ans,8748.0,88
01.331.09.03,Commune de Bni Arouss,larache,entrees,317.0,88
01.331.09.03,Commune de Bni Arouss,larache,indice_entrees (%),4.7,88
01.331.09.03,Commune de Bni Arouss,larache,indice_sortie (%),25.9,88
01.331.09.03,Commune de Bni Arouss,larache,sorties,2269.0,88
01.331.09.13,Commune de Tazroute,larache,population_sedentaire_5ans_plus,5012.0,89
01.331.09.13,Commune de Tazroute,larache,natifs_residents_non_migrants,4892.0,89
01.331.09.13,Commune de Tazroute,larache,residents_recents_5ans,5178.0,89
01.331.09.13,Commune de Tazroute,larache,entrees,120.0,89
01.331.09.13,Commune de Tazroute,larache,indice_entrees (%),2.4,89
01.331.09.13,Commune de Tazroute,larache,indice_sortie (%),5.5,89
01.331.09.13,Commune de Tazroute,larache,sorties,286.0,89
01.331.09.01,Commune d'Ayacha,larache,population_sedentaire_5ans_plus,6356.0,90
01.331.09.01,Commune d'Ayacha,larache,natifs_residents_non_migrants,6127.0,90
01.331.09.01,Commune d'Ayacha,larache,residents_recents_5ans,6764.0,90
01.331.09.01,Commune d'Ayacha,larache,entrees,228.0,90
01.331.09.01,Commune d'Ayacha,larache,indice_entrees (%),3.6,90
01.331.09.01,Commune d'Ayacha,larache,indice_sortie (%),9.4,90
01.331.09.01,Commune d'Ayacha,larache,sorties,637.0,90
01.331.09.05,Commune de Bni Garfett,larache,population_sedentaire_5ans_plus,10361.0,91
01.331.09.05,Commune de Bni Garfett,larache,natifs_residents_non_migrants,10004.0,91
01.331.09.05,Commune de Bni Garfett,larache,residents_recents_5ans,12171.0,91
01.331.09.05,Commune de Bni Garfett,larache,entrees,329.0,91
01.331.09.05,Commune de Bni Garfett,larache,indice_entrees (%),3.2,91
01.331.09.05,Commune de Bni Garfett,larache,indice_sortie (%),17.8,91
01.331.09.05,Commune de Bni Garfett,larache,sorties,2167.0,91
01.331.09.15,Commune de Zaaroura,larache,population_sedentaire_5ans_plus,7953.0,92
01.331.09.15,Commune de Zaaroura,larache,natifs_residents_non_migrants,7856.0,92
01.331.09.15,Commune de Zaaroura,larache,residents_recents_5ans,8758.0,92
01.331.09.15,Commune de Zaaroura,larache,entrees,96.0,92
01.331.09.15,Commune de Zaaroura,larache,indice_entrees (%),1.2,92
01.331.09.15,Commune de Zaaroura,larache,indice_sortie (%),10.3,92
01.331.09.15,Commune de Zaaroura,larache,sorties,902.0,92
01.331.11.11,Commune de Sahel,larache,population_sedentaire_5ans_plus,16591.0,93
01.331.11.11,Commune de Sahel,larache,natifs_residents_non_migrants,15675.0,93
01.331.11.11,Commune de Sahel,larache,residents_recents_5ans,16789.0,93
01.331.11.11,Commune de Sahel,larache,entrees,887.0,93
01.331.11.11,Commune de Sahel,larache,indice_entrees (%),5.3,93
01.331.11.11,Commune de Sahel,larache,indice_sortie (%),6.6,93
01.331.11.11,Commune de Sahel,larache,sorties,1115.0,93
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,population_sedentaire_5ans_plus,6422.0,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,natifs_residents_non_migrants,5876.0,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,residents_recents_5ans,6210.0,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,entrees,539.0,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,indice_entrees (%),8.4,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,indice_sortie (%),5.4,190
01.331.11.11.3,dont le centre urbain de Khemis Sahel,larache,sorties,334.0,190
01.331.11.07,Commune de Rissana Chamalia,larache,population_sedentaire_5ans_plus,11647.0,94
01.331.11.07,Commune de Rissana Chamalia,larache,natifs_residents_non_migrants,11360.0,94
01.331.11.07,Commune de Rissana Chamalia,larache,residents_recents_5ans,12841.0,94
01.331.11.07,Commune de Rissana Chamalia,larache,entrees,275.0,94
01.331.11.07,Commune de Rissana Chamalia,larache,indice_entrees (%),2.4,94
01.331.11.07,Commune de Rissana Chamalia,larache,indice_sortie (%),11.5,94
01.331.11.07,Commune de Rissana Chamalia,larache,sorties,1480.0,94
01.331.11.09,Commune de Rissana Janoubia,larache,population_sedentaire_5ans_plus,16009.0,95
01.331.11.09,Commune de Rissana Janoubia,larache,natifs_residents_non_migrants,15491.0,95
01.331.11.09,Commune de Rissana Janoubia,larache,residents_recents_5ans,16097.0,95
01.331.11.09,Commune de Rissana Janoubia,larache,entrees,518.0,95
01.331.11.09,Commune de Rissana Janoubia,larache,indice_entrees (%),3.2,95
01.331.11.09,Commune de Rissana Janoubia,larache,indice_sortie (%),3.8,95
01.331.11.09,Commune de Rissana Janoubia,larache,sorties,605.0,95
01.331.11.03,Commune d'Oulad Ouchih,larache,population_sedentaire_5ans_plus,12120.0,96
01.331.11.03,Commune d'Oulad Ouchih,larache,natifs_residents_non_migrants,11914.0,96
01.331.11.03,Commune d'Oulad Ouchih,larache,residents_recents_5ans,12428.0,96
01.331.11.03,Commune d'Oulad Ouchih,larache,entrees,206.0,96
01.331.11.03,Commune d'Oulad Ouchih,larache,indice_entrees (%),1.7,96
01.331.11.03,Commune d'Oulad Ouchih,larache,indice_sortie (%),4.1,96
01.331.11.03,Commune d'Oulad Ouchih,larache,sorties,514.0,96
01.331.11.12,Commune de Souaken,larache,population_sedentaire_5ans_plus,11325.0,97
01.331.11.12,Commune de Souaken,larache,natifs_residents_non_migrants,11158.0,97
01.331.11.12,Commune de Souaken,larache,residents_recents_5ans,11953.0,97
01.331.11.12,Commune de Souaken,larache,entrees,167.0,97
01.331.11.12,Commune de Souaken,larache,indice_entrees (%),1.5,97
01.331.11.12,Commune de Souaken,larache,indice_sortie (%),6.7,97
01.331.11.12,Commune de Souaken,larache,sorties,795.0,97
01.331.11.13,Commune de Souk Tolba,larache,population_sedentaire_5ans_plus,11614.0,98
01.331.11.13,Commune de Souk Tolba,larache,natifs_residents_non_migrants,11426.0,98
01.331.11.13,Commune de Souk Tolba,larache,residents_recents_5ans,12759.0,98
01.331.11.13,Commune de Souk Tolba,larache,entrees,182.0,98
01.331.11.13,Commune de Souk Tolba,larache,indice_entrees (%),1.6,98
01.331.11.13,Commune de Souk Tolba,larache,indice_sortie (%),10.5,98
01.331.11.13,Commune de Souk Tolba,larache,sorties,1333.0,98
01.051,Province d'Al Hoceima,al hoceima,population_sedentaire_5ans_plus,338642.0,7
01.051,Province d'Al Hoceima,al hoceima,natifs_residents_non_migrants,327259.0,7
01.051,Province d'Al Hoceima,al hoceima,residents_recents_5ans,361508.0,7
01.051,Province d'Al Hoceima,al hoceima,entrees,10838.0,7
01.051,Province d'Al Hoceima,al hoceima,indice_entrees (%),3.2,7
01.051,Province d'Al Hoceima,al hoceima,indice_sortie (%),9.5,7
01.051,Province d'Al Hoceima,al hoceima,sorties,34248.0,7
01.051.01.01,Commune d'Al Hoceima,al hoceima,population_sedentaire_5ans_plus,46376.0,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,natifs_residents_non_migrants,42591.0,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,residents_recents_5ans,50761.0,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,entrees,3610.0,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,indice_entrees (%),7.8,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,indice_sortie (%),16.1,99
01.051.01.01,Commune d'Al Hoceima,al hoceima,sorties,8170.0,99
01.051.01.03,Commune de Bni Bouayach,al hoceima,population_sedentaire_5ans_plus,18471.0,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,natifs_residents_non_migrants,16486.0,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,residents_recents_5ans,17919.0,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,entrees,1948.0,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,indice_entrees (%),10.5,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,indice_sortie (%),8.0,100
01.051.01.03,Commune de Bni Bouayach,al hoceima,sorties,1433.0,100
01.051.01.05,Commune d'Imzouren,al hoceima,population_sedentaire_5ans_plus,31766.0,101
01.051.01.05,Commune d'Imzouren,al hoceima,natifs_residents_non_migrants,27650.0,101
01.051.01.05,Commune d'Imzouren,al hoceima,residents_recents_5ans,29829.0,101
01.051.01.05,Commune d'Imzouren,al hoceima,entrees,4039.0,101
01.051.01.05,Commune d'Imzouren,al hoceima,indice_entrees (%),12.7,101
01.051.01.05,Commune d'Imzouren,al hoceima,indice_sortie (%),7.3,101
01.051.01.05,Commune d'Imzouren,al hoceima,sorties,2179.0,101
01.051.01.07,Commune de Targuist,al hoceima,population_sedentaire_5ans_plus,13308.0,102
01.051.01.07,Commune de Targuist,al hoceima,natifs_residents_non_migrants,11829.0,102
01.051.01.07,Commune de Targuist,al hoceima,residents_recents_5ans,14543.0,102
01.051.01.07,Commune de Targuist,al hoceima,entrees,1435.0,102
01.051.01.07,Commune de Targuist,al hoceima,indice_entrees (%),10.8,102
01.051.01.07,Commune de Targuist,al hoceima,indice_sortie (%),18.7,102
01.051.01.07,Commune de Targuist,al hoceima,sorties,2714.0,102
01.051.01.09,Commune d'Ajdir,al hoceima,population_sedentaire_5ans_plus,5248.0,103
01.051.01.09,Commune d'Ajdir,al hoceima,natifs_residents_non_migrants,4577.0,103
01.051.01.09,Commune d'Ajdir,al hoceima,residents_recents_5ans,5034.0,103
01.051.01.09,Commune d'Ajdir,al hoceima,entrees,654.0,103
01.051.01.09,Commune d'Ajdir,al hoceima,indice_entrees (%),12.5,103
01.051.01.09,Commune d'Ajdir,al hoceima,indice_sortie (%),9.1,103
01.051.01.09,Commune d'Ajdir,al hoceima,sorties,457.0,103
01.051.03.01,Commune de Bni Boufrah,al hoceima,population_sedentaire_5ans_plus,7827.0,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,natifs_residents_non_migrants,7603.0,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,residents_recents_5ans,8458.0,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,entrees,221.0,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,indice_entrees (%),2.8,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,indice_sortie (%),10.1,104
01.051.03.01,Commune de Bni Boufrah,al hoceima,sorties,855.0,104
01.051.03.07,Commune de Senada,al hoceima,population_sedentaire_5ans_plus,7436.0,105
01.051.03.07,Commune de Senada,al hoceima,natifs_residents_non_migrants,7277.0,105
01.051.03.07,Commune de Senada,al hoceima,residents_recents_5ans,8041.0,105
01.051.03.07,Commune de Senada,al hoceima,entrees,149.0,105
01.051.03.07,Commune de Senada,al hoceima,indice_entrees (%),2.0,105
01.051.03.07,Commune de Senada,al hoceima,indice_sortie (%),9.5,105
01.051.03.07,Commune de Senada,al hoceima,sorties,764.0,105
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,population_sedentaire_5ans_plus,6540.0,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,natifs_residents_non_migrants,6466.0,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,residents_recents_5ans,6709.0,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,entrees,69.0,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,indice_entrees (%),1.1,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,indice_sortie (%),3.6,106
01.051.03.05,Commune de Bni Gmil Maksouline,al hoceima,sorties,243.0,106
01.051.03.03,Commune de Bni Gmil,al hoceima,population_sedentaire_5ans_plus,7109.0,107
01.051.03.03,Commune de Bni Gmil,al hoceima,natifs_residents_non_migrants,6907.0,107
01.051.03.03,Commune de Bni Gmil,al hoceima,residents_recents_5ans,8985.0,107
01.051.03.03,Commune de Bni Gmil,al hoceima,entrees,202.0,107
01.051.03.03,Commune de Bni Gmil,al hoceima,indice_entrees (%),2.8,107
01.051.03.03,Commune de Bni Gmil,al hoceima,indice_sortie (%),23.1,107
01.051.03.03,Commune de Bni Gmil,al hoceima,sorties,2078.0,107
01.051.13.11,Commune de Chakrane,al hoceima,population_sedentaire_5ans_plus,2981.0,108
01.051.13.11,Commune de Chakrane,al hoceima,natifs_residents_non_migrants,2902.0,108
01.051.13.11,Commune de Chakrane,al hoceima,residents_recents_5ans,3483.0,108
01.051.13.11,Commune de Chakrane,al hoceima,entrees,78.0,108
01.051.13.11,Commune de Chakrane,al hoceima,indice_entrees (%),2.6,108
01.051.13.11,Commune de Chakrane,al hoceima,indice_sortie (%),16.7,108
01.051.13.11,Commune de Chakrane,al hoceima,sorties,581.0,108
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,population_sedentaire_5ans_plus,3508.0,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,natifs_residents_non_migrants,3419.0,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,residents_recents_5ans,5920.0,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,entrees,86.0,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,indice_entrees (%),2.5,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,indice_sortie (%),42.2,109
01.051.13.05,Commune d'Arbaa Taourirt,al hoceima,sorties,2501.0,109
01.051.13.23,Commune de Tifarouine,al hoceima,population_sedentaire_5ans_plus,2996.0,110
01.051.13.23,Commune de Tifarouine,al hoceima,natifs_residents_non_migrants,2944.0,110
01.051.13.23,Commune de Tifarouine,al hoceima,residents_recents_5ans,3379.0,110
01.051.13.23,Commune de Tifarouine,al hoceima,entrees,48.0,110
01.051.13.23,Commune de Tifarouine,al hoceima,indice_entrees (%),1.6,110
01.051.13.23,Commune de Tifarouine,al hoceima,indice_sortie (%),12.9,110
01.051.13.23,Commune de Tifarouine,al hoceima,sorties,435.0,110
01.051.13.19,Commune de Nekkour,al hoceima,population_sedentaire_5ans_plus,7132.0,111
01.051.13.19,Commune de Nekkour,al hoceima,natifs_residents_non_migrants,6957.0,111
01.051.13.19,Commune de Nekkour,al hoceima,residents_recents_5ans,7782.0,111
01.051.13.19,Commune de Nekkour,al hoceima,entrees,154.0,111
01.051.13.19,Commune de Nekkour,al hoceima,indice_entrees (%),2.2,111
01.051.13.19,Commune de Nekkour,al hoceima,indice_sortie (%),10.6,111
01.051.13.19,Commune de Nekkour,al hoceima,sorties,825.0,111
01.051.13.03,Commune d'Ait Youssef Ou Ali,al hoceima,population_sedentaire_5ans_plus,12865.0,112
