code_geo,collectivite,sexe,indicateur,valeur,fk_territoire,territoire_id
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 35-39 ans,6.9,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 40-44 ans,5.8,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 45-49 ans,4.7,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 50-54 ans,4.4,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 55-59 ans,3.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 60-64 ans,3.4,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 65-69 ans,2.2,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 70-74 ans,1.9,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge quinquennal (%) - 75 ans ou plus,2.6,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Population de 15 ans et plus,4216.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,État matrimonial des 15 ans et plus (%) - Célibataire,30.1,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,État matrimonial des 15 ans et plus (%) - Marié.e,63.2,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,État matrimonial des 15 ans et plus (%) - Divorcé.e,1.3,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,État matrimonial des 15 ans et plus (%) - Veuf.ve,5.4,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Âge moyen singulier au mariage,24.8,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Indicateur conjoncturel de fécondité,2.16,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Descendance finale des femmes,4.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Population de 7-12 ans,777.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Population de 10 ans et plus,4871.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Population de 15 ans et plus,4216.0,tetouan,72.0
15710525.0,Commune de Zaouiat Sidi Kacem,Féminin,Population de 15 ans et plus,4216.0,tetouan,72.0
1227.0,Province de Fahs-Anjra,Ensemble,Population légale,100789.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population municipale,99401.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Sexe (%) - Masculin,52.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Sexe (%) - Féminin,48.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 0-4 ans,9.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 5-9 ans,10.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 10-14 ans,9.7,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 15-19 ans,8.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 20-24 ans,7.7,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 25-29 ans,7.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 30-34 ans,8.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 35-39 ans,7.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 40-44 ans,6.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 45-49 ans,5.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 50-54 ans,4.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 55-59 ans,3.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 60-64 ans,3.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 65-69 ans,2.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 70-74 ans,1.8,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge quinquennal (%) - 75 ans ou plus,2.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population de 15 ans et plus,69491.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,État matrimonial des 15 ans et plus (%) - Célibataire,33.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,État matrimonial des 15 ans et plus (%) - Marié.e,61.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,État matrimonial des 15 ans et plus (%) - Divorcé.e,1.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,État matrimonial des 15 ans et plus (%) - Veuf.ve,3.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Âge moyen singulier au mariage,27.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Indicateur conjoncturel de fécondité,2.72,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Descendance finale des femmes,3.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population de 7-12 ans,12049.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population de 10 ans et plus,79123.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population de 15 ans et plus,69491.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Ensemble,Population de 15 ans et plus,69491.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population municipale,51706.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 0-4 ans,9.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 5-9 ans,10.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 10-14 ans,9.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 15-19 ans,8.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 20-24 ans,7.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 25-29 ans,7.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 30-34 ans,8.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 35-39 ans,7.8,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 40-44 ans,6.7,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 45-49 ans,5.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 50-54 ans,4.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 55-59 ans,3.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 60-64 ans,3.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 65-69 ans,2.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 70-74 ans,2.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge quinquennal (%) - 75 ans ou plus,2.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population de 15 ans et plus,36281.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,État matrimonial des 15 ans et plus (%) - Célibataire,39.4,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,État matrimonial des 15 ans et plus (%) - Marié.e,58.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,État matrimonial des 15 ans et plus (%) - Divorcé.e,0.9,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,État matrimonial des 15 ans et plus (%) - Veuf.ve,1.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Âge moyen singulier au mariage,30.8,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population de 7-12 ans,6133.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population de 10 ans et plus,41217.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population de 15 ans et plus,36281.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Masculin,Population de 15 ans et plus,36281.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population municipale,47695.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 0-4 ans,10.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 5-9 ans,10.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 10-14 ans,9.8,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 15-19 ans,8.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 20-24 ans,8.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 25-29 ans,8.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 30-34 ans,8.2,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 35-39 ans,7.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 40-44 ans,6.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 45-49 ans,5.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 50-54 ans,4.5,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 55-59 ans,3.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 60-64 ans,3.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 65-69 ans,2.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 70-74 ans,1.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge quinquennal (%) - 75 ans ou plus,2.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population de 15 ans et plus,33210.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,État matrimonial des 15 ans et plus (%) - Célibataire,26.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,État matrimonial des 15 ans et plus (%) - Marié.e,64.8,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,État matrimonial des 15 ans et plus (%) - Divorcé.e,2.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,État matrimonial des 15 ans et plus (%) - Veuf.ve,7.1,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Âge moyen singulier au mariage,23.6,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Indicateur conjoncturel de fécondité,2.72,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Descendance finale des femmes,3.3,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population de 7-12 ans,5916.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population de 10 ans et plus,37906.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population de 15 ans et plus,33210.0,fahs anjra,5.0
1227.0,Province de Fahs-Anjra,Féminin,Population de 15 ans et plus,33210.0,fahs anjra,5.0
122705.0,Cercle de Fahs,Ensemble,Population légale,51470.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population municipale,50204.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Sexe (%) - Masculin,51.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Sexe (%) - Féminin,48.1,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 0-4 ans,10.4,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 5-9 ans,10.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 10-14 ans,9.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 15-19 ans,8.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 20-24 ans,7.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 25-29 ans,7.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 30-34 ans,8.1,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 35-39 ans,7.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 40-44 ans,6.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 45-49 ans,5.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 50-54 ans,4.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 55-59 ans,3.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 60-64 ans,3.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 65-69 ans,2.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 70-74 ans,1.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge quinquennal (%) - 75 ans ou plus,2.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population de 15 ans et plus,34591.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,État matrimonial des 15 ans et plus (%) - Célibataire,31.1,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,État matrimonial des 15 ans et plus (%) - Marié.e,63.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,État matrimonial des 15 ans et plus (%) - Divorcé.e,1.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,État matrimonial des 15 ans et plus (%) - Veuf.ve,3.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Âge moyen singulier au mariage,26.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Indicateur conjoncturel de fécondité,2.85,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Descendance finale des femmes,3.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population de 7-12 ans,6219.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population de 10 ans et plus,39576.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population de 15 ans et plus,34591.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Ensemble,Population de 15 ans et plus,34591.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population municipale,26069.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 0-4 ans,10.4,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 5-9 ans,10.8,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 10-14 ans,9.8,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 15-19 ans,8.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 20-24 ans,7.1,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 25-29 ans,7.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 30-34 ans,8.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 35-39 ans,7.8,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 40-44 ans,7.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 45-49 ans,5.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 50-54 ans,4.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 55-59 ans,3.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 60-64 ans,3.4,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 65-69 ans,2.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 70-74 ans,1.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge quinquennal (%) - 75 ans ou plus,2.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population de 15 ans et plus,18003.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,État matrimonial des 15 ans et plus (%) - Célibataire,37.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,État matrimonial des 15 ans et plus (%) - Marié.e,60.8,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,État matrimonial des 15 ans et plus (%) - Divorcé.e,0.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,État matrimonial des 15 ans et plus (%) - Veuf.ve,0.8,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Âge moyen singulier au mariage,30.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population de 7-12 ans,3190.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population de 10 ans et plus,20560.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population de 15 ans et plus,18003.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Masculin,Population de 15 ans et plus,18003.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population municipale,24135.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 0-4 ans,10.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 5-9 ans,10.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 10-14 ans,10.1,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 15-19 ans,8.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 20-24 ans,7.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 25-29 ans,7.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 30-34 ans,8.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 35-39 ans,7.6,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 40-44 ans,6.4,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 45-49 ans,5.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 50-54 ans,4.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 55-59 ans,3.4,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 60-64 ans,3.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 65-69 ans,2.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 70-74 ans,1.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge quinquennal (%) - 75 ans ou plus,2.5,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population de 15 ans et plus,16588.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,État matrimonial des 15 ans et plus (%) - Célibataire,24.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,État matrimonial des 15 ans et plus (%) - Marié.e,66.9,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,État matrimonial des 15 ans et plus (%) - Divorcé.e,2.3,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,État matrimonial des 15 ans et plus (%) - Veuf.ve,6.7,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Âge moyen singulier au mariage,23.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Indicateur conjoncturel de fécondité,2.85,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Descendance finale des femmes,3.2,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population de 7-12 ans,3029.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population de 10 ans et plus,19016.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population de 15 ans et plus,16588.0,fahs anjra,14.0
122705.0,Cercle de Fahs,Féminin,Population de 15 ans et plus,16588.0,fahs anjra,14.0
12270509.0,Commune de Malloussa,Ensemble,Population légale,18854.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population municipale,18188.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Sexe (%) - Masculin,52.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Sexe (%) - Féminin,47.7,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 0-4 ans,10.9,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 5-9 ans,11.1,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 10-14 ans,9.9,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 15-19 ans,7.9,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 20-24 ans,7.6,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 25-29 ans,7.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 30-34 ans,8.4,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 35-39 ans,7.7,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 40-44 ans,6.4,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 45-49 ans,5.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 50-54 ans,4.2,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 55-59 ans,3.5,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 60-64 ans,3.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 65-69 ans,2.2,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 70-74 ans,1.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge quinquennal (%) - 75 ans ou plus,2.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population de 15 ans et plus,12381.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,État matrimonial des 15 ans et plus (%) - Célibataire,31.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,État matrimonial des 15 ans et plus (%) - Marié.e,64.5,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,État matrimonial des 15 ans et plus (%) - Divorcé.e,1.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,État matrimonial des 15 ans et plus (%) - Veuf.ve,3.2,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Âge moyen singulier au mariage,26.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Indicateur conjoncturel de fécondité,3.33,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Descendance finale des femmes,3.5,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population de 7-12 ans,2293.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population de 10 ans et plus,14180.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population de 15 ans et plus,12381.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Ensemble,Population de 15 ans et plus,12381.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Population municipale,9519.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 0-4 ans,10.9,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 5-9 ans,11.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 10-14 ans,9.7,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 15-19 ans,7.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 20-24 ans,7.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 25-29 ans,7.6,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 30-34 ans,8.2,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 35-39 ans,8.1,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 40-44 ans,6.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 45-49 ans,5.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 50-54 ans,4.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 55-59 ans,3.5,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 60-64 ans,3.1,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 65-69 ans,2.3,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 70-74 ans,2.1,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Âge quinquennal (%) - 75 ans ou plus,2.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,Population de 15 ans et plus,6514.0,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,État matrimonial des 15 ans et plus (%) - Célibataire,37.6,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,État matrimonial des 15 ans et plus (%) - Marié.e,60.8,fahs anjra,73.0
12270509.0,Commune de Malloussa,Masculin,État matrimonial des 15 ans et plus (%) - Divorcé.e,0.7,fahs anjra,73.0
