Province,Etablissement,Specialité,Nombre,territoire_id
Tanger Assilah,Hôpital des spécialité Mohamed VI,Hématologie clinique,10,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Néphrologie,14,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Génétique,4,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Chirurgie vasculaire périphérique,9,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Radiologie,32,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Pharmacologie-pharmacodynamie,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Toxicologie,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Rhumatologie,12,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Ophtalmologie,24,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Microbiologie,10,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,"Médecine communautaire (méd prév,santé pub et hyg)",6,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Anesthésie-réanimation,34,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Anatomie pathologique,5,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Neurologie,19,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Traumatologie-orthopédie,23,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Histologie-embryologie-cyto-génétique,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Hématologie,5,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Neurochirurgie,8,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Biochimie,15,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Méd. Physique et réadap. Fonctionnelle,5,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Chirurgie thoracique,2,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Chirurgie réparatrice et plastique,15,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Endocrino. Et maladies métaboliques,11,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Médecine du travail,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Cardiologie,46,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Oto-rhino-laryngologie,13,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Médecine légale,2,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Pneumo-phtisiologie,16,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Urologie,11,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Pédiatrie,37,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Gynécologie-obstétrique,36,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Médecine générale,27,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Chirurgie pédiatrique,19,2
Tanger Assilah,Hôpital psychiatrique Mohamed VI,Médecine générale,6,2
Tanger Assilah,Hôpital psychiatrique Mohamed VI,Psychiatrie,15,2
Al Hoceima,CALABONITA,Médecine générale,1,7
Tanger Assilah,ACHENAD,Médecine générale,2,2
Al Hoceima,Sidi Abid,Médecine générale,1,7
Al Hoceima,Targuist,Chirurgie dentaire,1,7
Tetouan,Boussafou,Médecine générale,1,4
Al Hoceima,Mohammed VI,Médecine interne,1,7
Al Hoceima,Mohammed VI,Dermatologie,2,7
Al Hoceima,Mohammed VI,Gastro-entérologie,3,7
Al Hoceima,Mohammed VI,Pédiatrie,3,7
Al Hoceima,Mohammed VI,Gynécologie-obstétrique,5,7
Al Hoceima,Mohammed VI,Chirurgie cardio-vasculaire,1,7
Al Hoceima,Mohammed VI,Chirurgie générale,5,7
Al Hoceima,Mohammed VI,Médecine générale,9,7
Al Hoceima,Mohammed VI,Biologie médicale clinique (ou analyses biol.médicales),1,7
Al Hoceima,Mohammed VI,Chirurgie vasculaire périphérique,1,7
Al Hoceima,Mohammed VI,Radiologie,1,7
Al Hoceima,Mohammed VI,Rhumatologie,2,7
Al Hoceima,Mohammed VI,Ophtalmologie,1,7
Al Hoceima,Mohammed VI,Stomatologie et chirurgie maxillo-faciale,1,7
Al Hoceima,Mohammed VI,Anesthésie-réanimation,4,7
Al Hoceima,Mohammed VI,Pharmacie,2,7
Al Hoceima,Mohammed VI,Anatomie pathologique,1,7
Al Hoceima,Mohammed VI,Neurologie,1,7
Al Hoceima,Mohammed VI,Traumatologie-orthopédie,4,7
Al Hoceima,Mohammed VI,Hygiène hospitalière,2,7
Al Hoceima,Mohammed VI,Hématologie,1,7
Al Hoceima,Mohammed VI,Chirurgie pédiatrique,1,7
Al Hoceima,Mohammed VI,Neurochirurgie,3,7
Al Hoceima,Mohammed VI,Chirurgie réparatrice et plastique,1,7
Al Hoceima,Mohammed VI,Endocrino. Et maladies métaboliques,1,7
Al Hoceima,Mohammed VI,Médecine du travail,1,7
Al Hoceima,Mohammed VI,Cardiologie,2,7
Al Hoceima,Mohammed VI,Oto-rhino-laryngologie,1,7
Al Hoceima,Mohammed VI,Pneumo-phtisiologie,3,7
Al Hoceima,Mohammed VI,Urologie,1,7
Tanger Assilah,Allal Al Fassi,Médecine générale,1,2
Tanger Assilah,Allal Al Fassi,Médecine du sport,1,2
Tanger Assilah,Allal Al Fassi,Chirurgie dentaire,1,2
Tanger Assilah,Allal Al Fassi,Pharmacie,1,2
Tanger Assilah,Allal Al Fassi,Pédopsychiatrie,1,2
