territoire_id,indicateur,valeur
34,priv_electricite,0.619675243034718
35,priv_electricite,13.8413667678833
36,priv_electricite,2.53690034151077
37,priv_electricite,13.2205307483673
38,priv_electricite,1.29782949678698
39,priv_electricite,4.81343269348145
40,priv_electricite,3.30979786813259
41,priv_electricite,1.65220983326435
42,priv_electricite,6.61907866597176
43,priv_electricite,2.17343401163816
44,priv_electricite,1.09387431293726
45,priv_electricite,1.30004714082118
46,priv_electricite,1.09547795727849
47,priv_electricite,1.79571639746428
48,priv_electricite,0.676447059959173
49,priv_electricite,4.6491552144289
50,priv_electricite,3.02035454660654
51,priv_electricite,0.928223039954901
52,priv_electricite,6.06784746050835
53,priv_electricite,5.15643879771233
54,priv_electricite,2.03471668064594
55,priv_electricite,7.01115980594338
56,priv_electricite,4.47110123932362
57,priv_electricite,5.66936619579792
58,priv_electricite,3.93337570130825
59,priv_electricite,6.11628815531731
60,priv_electricite,4.2826060205698
61,priv_electricite,1.93215981125832
62,priv_electricite,2.72566936910152
63,priv_electricite,3.94157655537128
64,priv_electricite,2.67656147480011
65,priv_electricite,2.75018401443958
66,priv_electricite,5.65997436642647
67,priv_electricite,0.66238261274975
68,priv_electricite,6.02776408195496
69,priv_electricite,2.36591417342424
70,priv_electricite,1.14655112847686
71,priv_electricite,7.38102570176125
72,priv_electricite,4.6506516635418
73,priv_electricite,5.01476749777794
74,priv_electricite,5.38691282272339
75,priv_electricite,0.96439765766263
76,priv_electricite,7.39338397979736
77,priv_electricite,2.40479191679491
78,priv_electricite,1.77129209041595
79,priv_electricite,0.782911013811827
80,priv_electricite,2.46703457087278
81,priv_electricite,2.82981526106596
82,priv_electricite,5.51137003191033
83,priv_electricite,5.37308268249035
84,priv_electricite,6.15931302309036
85,priv_electricite,2.79697459191084
86,priv_electricite,9.58498045802116
87,priv_electricite,1.04664480313659
88,priv_electricite,4.80414889752865
89,priv_electricite,3.65876071155071
90,priv_electricite,3.71333621442318
91,priv_electricite,11.9032077491283
92,priv_electricite,2.65969801694155
93,priv_electricite,6.52336817243338
94,priv_electricite,13.3406594395638
95,priv_electricite,9.72305610775948
96,priv_electricite,4.78266589343548
97,priv_electricite,3.76230850815773
98,priv_electricite,9.53663960099221
99,priv_electricite,0.352203310467303
100,priv_electricite,1.96123905479908
101,priv_electricite,1.29374638199806
102,priv_electricite,1.02655356749892
103,priv_electricite,1.92719493061304
104,priv_electricite,2.32696905732155
105,priv_electricite,3.21419723331928
106,priv_electricite,1.26143610104918
107,priv_electricite,0.879120919853449
108,priv_electricite,3.16301696002483
109,priv_electricite,1.7114270478487
110,priv_electricite,0.874020531773567
111,priv_electricite,3.23960073292255
112,priv_electricite,3.23960001173141
113,priv_electricite,5.28584383428097
114,priv_electricite,3.31610693106176
115,priv_electricite,4.22195419669151
116,priv_electricite,2.14300862225075
117,priv_electricite,5.86057975888252
118,priv_electricite,2.04885732382536
119,priv_electricite,2.40365247147982
120,priv_electricite,2.44259182363749
121,priv_electricite,2.03340593725443
122,priv_electricite,2.09677424281836
123,priv_electricite,2.99160461872816
124,priv_electricite,1.53681198135018
125,priv_electricite,2.22222227603197
126,priv_electricite,2.24822908639908
127,priv_electricite,4.03960384428501
