territoire_id,indicateur,valeur
43,Mode de transport (%) - Train,0.1
43,Mode de transport (%) - Tram,0.0
43,Mode de transport (%) - Transport informel,3.5
43,Mode de transport (%) - Animaux,2.2
43,Mode de transport (%) - Autre,0.6
43,Mode de transport (%) - Ne se déplace pas,36.9
44,Population sédentaire active occupée (15+),1719.0
44,Mode de transport (%) - À pieds,55.8
44,Mode de transport (%) - Motocycle/ Bicyclette,3.4
44,Mode de transport (%) - Voiture privée,2.0
44,Mode de transport (%) - Bus,0.9
44,Mode de transport (%) - Taxi,9.1
44,Mode de transport (%) - Transport de l'employeur / Etablissement,3.7
44,Mode de transport (%) - Train,0.1
44,Mode de transport (%) - Tram,0.0
44,Mode de transport (%) - Transport informel,14.5
44,Mode de transport (%) - Animaux,3.7
44,Mode de transport (%) - Autre,0.1
44,Mode de transport (%) - Ne se déplace pas,6.7
45,Population sédentaire active occupée (15+),3408.0
45,Mode de transport (%) - À pieds,47.2
45,Mode de transport (%) - Motocycle/ Bicyclette,2.3
45,Mode de transport (%) - Voiture privée,4.9
45,Mode de transport (%) - Bus,6.0
45,Mode de transport (%) - Taxi,2.1
45,Mode de transport (%) - Transport de l'employeur / Etablissement,5.7
45,Mode de transport (%) - Train,0.0
45,Mode de transport (%) - Tram,0.0
45,Mode de transport (%) - Transport informel,11.4
45,Mode de transport (%) - Animaux,4.0
45,Mode de transport (%) - Autre,0.4
45,Mode de transport (%) - Ne se déplace pas,15.9
46,Population sédentaire active occupée (15+),15765.0
46,Mode de transport (%) - À pieds,55.9
46,Mode de transport (%) - Motocycle/ Bicyclette,5.4
46,Mode de transport (%) - Voiture privée,7.9
46,Mode de transport (%) - Bus,3.7
46,Mode de transport (%) - Taxi,14.4
46,Mode de transport (%) - Transport de l'employeur / Etablissement,6.1
46,Mode de transport (%) - Train,0.0
46,Mode de transport (%) - Tram,0.0
46,Mode de transport (%) - Transport informel,1.1
46,Mode de transport (%) - Animaux,0.1
46,Mode de transport (%) - Autre,0.3
46,Mode de transport (%) - Ne se déplace pas,5.1
