cg,collectivite,fk_territoire,indicateur,valeur,territoire_id,indicateur_id
01.151.11.05,Commune de Bni Selmane,chefchaouen,natifs_residents_non_migrants,19235.0,156,15
01.151.11.05,Commune de Bni Selmane,chefchaouen,residents_recents_5ans,21670.0,156,17
01.151.11.05,Commune de Bni Selmane,chefchaouen,entrees,228.0,156,12
01.151.11.05,Commune de Bni Selmane,chefchaouen,indice_entrees (%),1.2,156,13
01.151.11.05,Commune de Bni Selmane,chefchaouen,indice_sortie (%),11.2,156,14
01.151.11.05,Commune de Bni Selmane,chefchaouen,sorties,2434.0,156,18
01.151.11.03,Commune de Bni Mansour,chefchaouen,population_sedentaire_5ans_plus,14991.0,157,16
01.151.11.03,Commune de Bni Mansour,chefchaouen,natifs_residents_non_migrants,14834.0,157,15
01.151.11.03,Commune de Bni Mansour,chefchaouen,residents_recents_5ans,17962.0,157,17
01.151.11.03,Commune de Bni Mansour,chefchaouen,entrees,157.0,157,12
01.151.11.03,Commune de Bni Mansour,chefchaouen,indice_entrees (%),1.0,157,13
01.151.11.03,Commune de Bni Mansour,chefchaouen,indice_sortie (%),17.4,157,14
01.151.11.03,Commune de Bni Mansour,chefchaouen,sorties,3127.0,157,18
01.151.07.01,Commune de Bni Bouzra,chefchaouen,population_sedentaire_5ans_plus,14409.0,158,16
01.151.07.01,Commune de Bni Bouzra,chefchaouen,natifs_residents_non_migrants,14075.0,158,15
01.151.07.01,Commune de Bni Bouzra,chefchaouen,residents_recents_5ans,16706.0,158,17
01.151.07.01,Commune de Bni Bouzra,chefchaouen,entrees,324.0,158,12
01.151.07.01,Commune de Bni Bouzra,chefchaouen,indice_entrees (%),2.2,158,13
01.151.07.01,Commune de Bni Bouzra,chefchaouen,indice_sortie (%),15.7,158,14
01.151.07.01,Commune de Bni Bouzra,chefchaouen,sorties,2631.0,158,18
01.151.07.07,Commune de Steha,chefchaouen,population_sedentaire_5ans_plus,9902.0,159,16
01.151.07.07,Commune de Steha,chefchaouen,natifs_residents_non_migrants,9348.0,159,15
01.151.07.07,Commune de Steha,chefchaouen,residents_recents_5ans,11110.0,159,17
01.151.07.07,Commune de Steha,chefchaouen,entrees,546.0,159,12
01.151.07.07,Commune de Steha,chefchaouen,indice_entrees (%),5.5,159,13
01.151.07.07,Commune de Steha,chefchaouen,indice_sortie (%),15.9,159,14
01.151.07.07,Commune de Steha,chefchaouen,sorties,1763.0,159,18
01.151.07.13,Commune de Tizgane,chefchaouen,population_sedentaire_5ans_plus,11122.0,160,16
01.151.07.13,Commune de Tizgane,chefchaouen,natifs_residents_non_migrants,10519.0,160,15
01.151.07.13,Commune de Tizgane,chefchaouen,residents_recents_5ans,11454.0,160,17
01.151.07.13,Commune de Tizgane,chefchaouen,entrees,591.0,160,12
01.151.07.13,Commune de Tizgane,chefchaouen,indice_entrees (%),5.3,160,13
01.151.07.13,Commune de Tizgane,chefchaouen,indice_sortie (%),8.2,160,14
01.151.07.13,Commune de Tizgane,chefchaouen,sorties,934.0,160,18
01.151.07.11,Commune de Tassift,chefchaouen,population_sedentaire_5ans_plus,6239.0,161,16
01.151.07.11,Commune de Tassift,chefchaouen,natifs_residents_non_migrants,6005.0,161,15
01.151.07.11,Commune de Tassift,chefchaouen,residents_recents_5ans,7275.0,161,17
01.151.07.11,Commune de Tassift,chefchaouen,entrees,234.0,161,12
01.151.07.11,Commune de Tassift,chefchaouen,indice_entrees (%),3.8,161,13
01.151.07.11,Commune de Tassift,chefchaouen,indice_sortie (%),17.5,161,14
01.151.07.11,Commune de Tassift,chefchaouen,sorties,1270.0,161,18
01.151.07.09,Commune de Talambote,chefchaouen,population_sedentaire_5ans_plus,7374.0,162,16
01.151.07.09,Commune de Talambote,chefchaouen,natifs_residents_non_migrants,7138.0,162,15
01.151.07.09,Commune de Talambote,chefchaouen,residents_recents_5ans,9207.0,162,17
01.151.07.09,Commune de Talambote,chefchaouen,entrees,233.0,162,12
01.151.07.09,Commune de Talambote,chefchaouen,indice_entrees (%),3.2,162,13
01.151.07.09,Commune de Talambote,chefchaouen,indice_sortie (%),22.5,162,14
01.151.07.09,Commune de Talambote,chefchaouen,sorties,2069.0,162,18
01.405,Province d'Ouezzane,ouezzane,population_sedentaire_5ans_plus,253019.0,9,16
01.405,Province d'Ouezzane,ouezzane,natifs_residents_non_migrants,246798.0,9,15
01.405,Province d'Ouezzane,ouezzane,residents_recents_5ans,277864.0,9,17
01.405,Province d'Ouezzane,ouezzane,entrees,6115.0,9,12
01.405,Province d'Ouezzane,ouezzane,indice_entrees (%),2.4,9,13
01.405,Province d'Ouezzane,ouezzane,indice_sortie (%),11.2,9,14
01.405,Province d'Ouezzane,ouezzane,sorties,31066.0,9,18
01.405.01.09,Commune d'Ouezzane,ouezzane,population_sedentaire_5ans_plus,53512.0,163,16
01.405.01.09,Commune d'Ouezzane,ouezzane,natifs_residents_non_migrants,49171.0,163,15
01.405.01.09,Commune d'Ouezzane,ouezzane,residents_recents_5ans,59751.0,163,17
01.405.01.09,Commune d'Ouezzane,ouezzane,entrees,4291.0,163,12
01.405.01.09,Commune d'Ouezzane,ouezzane,indice_entrees (%),8.0,163,13
01.405.01.09,Commune d'Ouezzane,ouezzane,indice_sortie (%),17.7,163,14
01.405.01.09,Commune d'Ouezzane,ouezzane,sorties,10580.0,163,18
01.405.07.07,Commune de Mzefroune,ouezzane,population_sedentaire_5ans_plus,5766.0,164,16
01.405.07.07,Commune de Mzefroune,ouezzane,natifs_residents_non_migrants,5523.0,164,15
01.405.07.07,Commune de Mzefroune,ouezzane,residents_recents_5ans,6058.0,164,17
01.405.07.07,Commune de Mzefroune,ouezzane,entrees,235.0,164,12
01.405.07.07,Commune de Mzefroune,ouezzane,indice_entrees (%),4.1,164,13
01.405.07.07,Commune de Mzefroune,ouezzane,indice_sortie (%),8.8,164,14
01.405.07.07,Commune de Mzefroune,ouezzane,sorties,535.0,164,18
01.405.07.05,Commune de Masmouda,ouezzane,population_sedentaire_5ans_plus,13652.0,165,16
01.405.07.05,Commune de Masmouda,ouezzane,natifs_residents_non_migrants,13285.0,165,15
01.405.07.05,Commune de Masmouda,ouezzane,residents_recents_5ans,15183.0,165,17
01.405.07.05,Commune de Masmouda,ouezzane,entrees,367.0,165,12
01.405.07.05,Commune de Masmouda,ouezzane,indice_entrees (%),2.7,165,13
01.405.07.05,Commune de Masmouda,ouezzane,indice_sortie (%),12.5,165,14
01.405.07.05,Commune de Masmouda,ouezzane,sorties,1898.0,165,18
01.405.07.15,Commune de Sidi Redouane,ouezzane,population_sedentaire_5ans_plus,16605.0,166,16
01.405.07.15,Commune de Sidi Redouane,ouezzane,natifs_residents_non_migrants,16003.0,166,15
01.405.07.15,Commune de Sidi Redouane,ouezzane,residents_recents_5ans,18364.0,166,17
01.405.07.15,Commune de Sidi Redouane,ouezzane,entrees,597.0,166,12
01.405.07.15,Commune de Sidi Redouane,ouezzane,indice_entrees (%),3.6,166,13
01.405.07.15,Commune de Sidi Redouane,ouezzane,indice_sortie (%),12.9,166,14
01.405.07.15,Commune de Sidi Redouane,ouezzane,sorties,2361.0,166,18
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,population_sedentaire_5ans_plus,3728.0,199,16
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,natifs_residents_non_migrants,3234.0,199,15
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,residents_recents_5ans,3739.0,199,17
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,entrees,494.0,199,12
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,indice_entrees (%),13.3,199,13
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,indice_sortie (%),13.5,199,14
01.405.07.15.3,dont le centre urbain de Sidi Redouane,ouezzane,sorties,505.0,199,18
01.405.07.01,Commune de Bni Quolla,ouezzane,population_sedentaire_5ans_plus,12638.0,167,16
01.405.07.01,Commune de Bni Quolla,ouezzane,natifs_residents_non_migrants,12378.0,167,15
01.405.07.01,Commune de Bni Quolla,ouezzane,residents_recents_5ans,16138.0,167,17
01.405.07.01,Commune de Bni Quolla,ouezzane,entrees,260.0,167,12
01.405.07.01,Commune de Bni Quolla,ouezzane,indice_entrees (%),2.1,167,13
01.405.07.01,Commune de Bni Quolla,ouezzane,indice_sortie (%),23.3,167,14
01.405.07.01,Commune de Bni Quolla,ouezzane,sorties,3761.0,167,18
01.405.13.17,Commune de Teroual,ouezzane,population_sedentaire_5ans_plus,10824.0,168,16
01.405.13.17,Commune de Teroual,ouezzane,natifs_residents_non_migrants,10512.0,168,15
01.405.13.17,Commune de Teroual,ouezzane,residents_recents_5ans,11895.0,168,17
01.405.13.17,Commune de Teroual,ouezzane,entrees,312.0,168,12
01.405.13.17,Commune de Teroual,ouezzane,indice_entrees (%),2.9,168,13
01.405.13.17,Commune de Teroual,ouezzane,indice_sortie (%),11.6,168,14
01.405.13.17,Commune de Teroual,ouezzane,sorties,1382.0,168,18
01.405.13.19,Commune de Zghira,ouezzane,population_sedentaire_5ans_plus,12467.0,169,16
01.405.13.19,Commune de Zghira,ouezzane,natifs_residents_non_migrants,12122.0,169,15
01.405.13.19,Commune de Zghira,ouezzane,residents_recents_5ans,13076.0,169,17
01.405.13.19,Commune de Zghira,ouezzane,entrees,344.0,169,12
01.405.13.19,Commune de Zghira,ouezzane,indice_entrees (%),2.8,169,13
01.405.13.19,Commune de Zghira,ouezzane,indice_sortie (%),7.3,169,14
01.405.13.19,Commune de Zghira,ouezzane,sorties,955.0,169,18
01.405.13.09,Commune d'Ouannana,ouezzane,population_sedentaire_5ans_plus,11135.0,170,16
01.405.13.09,Commune d'Ouannana,ouezzane,natifs_residents_non_migrants,10914.0,170,15
01.405.13.09,Commune d'Ouannana,ouezzane,residents_recents_5ans,11867.0,170,17
01.405.13.09,Commune d'Ouannana,ouezzane,entrees,216.0,170,12
01.405.13.09,Commune d'Ouannana,ouezzane,indice_entrees (%),1.9,170,13
01.405.13.09,Commune d'Ouannana,ouezzane,indice_sortie (%),8.0,170,14
01.405.13.09,Commune d'Ouannana,ouezzane,sorties,952.0,170,18
01.405.13.03,Commune de Lamjaara,ouezzane,population_sedentaire_5ans_plus,15667.0,171,16
01.405.13.03,Commune de Lamjaara,ouezzane,natifs_residents_non_migrants,14774.0,171,15
01.405.13.03,Commune de Lamjaara,ouezzane,residents_recents_5ans,16124.0,171,17
01.405.13.03,Commune de Lamjaara,ouezzane,entrees,892.0,171,12
01.405.13.03,Commune de Lamjaara,ouezzane,indice_entrees (%),5.7,171,13
01.405.13.03,Commune de Lamjaara,ouezzane,indice_sortie (%),8.4,171,14
01.405.13.03,Commune de Lamjaara,ouezzane,sorties,1350.0,171,18
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,population_sedentaire_5ans_plus,4334.0,200,16
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,natifs_residents_non_migrants,3632.0,200,15
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,residents_recents_5ans,4000.0,200,17
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,entrees,701.0,200,12
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,indice_entrees (%),16.2,200,13
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,indice_sortie (%),9.2,200,14
01.405.13.03.3,dont le centre urbain d'Ain Dorij,ouezzane,sorties,368.0,200,18
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,population_sedentaire_5ans_plus,7342.0,172,16
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,natifs_residents_non_migrants,7148.0,172,15
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,residents_recents_5ans,7772.0,172,17
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,entrees,194.0,172,12
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,indice_entrees (%),2.6,172,13
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,indice_sortie (%),8.0,172,14
01.405.13.11,Commune de Sidi Ahmed Cherif,ouezzane,sorties,624.0,172,18
01.405.13.13,Commune de Sidi Bousber,ouezzane,population_sedentaire_5ans_plus,8984.0,173,16
01.405.13.13,Commune de Sidi Bousber,ouezzane,natifs_residents_non_migrants,8807.0,173,15
01.405.13.13,Commune de Sidi Bousber,ouezzane,residents_recents_5ans,9983.0,173,17
01.405.13.13,Commune de Sidi Bousber,ouezzane,entrees,173.0,173,12
01.405.13.13,Commune de Sidi Bousber,ouezzane,indice_entrees (%),1.9,173,13
01.405.13.13,Commune de Sidi Bousber,ouezzane,indice_sortie (%),11.8,173,14
01.405.13.13,Commune de Sidi Bousber,ouezzane,sorties,1176.0,173,18
01.405.09.05,Commune de Brikcha,ouezzane,population_sedentaire_5ans_plus,8234.0,174,16
01.405.09.05,Commune de Brikcha,ouezzane,natifs_residents_non_migrants,8007.0,174,15
01.405.09.05,Commune de Brikcha,ouezzane,residents_recents_5ans,9409.0,174,17
01.405.09.05,Commune de Brikcha,ouezzane,entrees,225.0,174,12
01.405.09.05,Commune de Brikcha,ouezzane,indice_entrees (%),2.7,174,13
01.405.09.05,Commune de Brikcha,ouezzane,indice_sortie (%),14.9,174,14
01.405.09.05,Commune de Brikcha,ouezzane,sorties,1402.0,174,18
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,population_sedentaire_5ans_plus,1080.0,201,16
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,natifs_residents_non_migrants,984.0,201,15
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,residents_recents_5ans,1202.0,201,17
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,entrees,94.0,201,12
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,indice_entrees (%),8.7,201,13
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,indice_sortie (%),18.1,201,14
01.405.09.05.3,dont le centre urbain de Brikcha,ouezzane,sorties,218.0,201,18
01.405.09.03,Commune d'Asjen,ouezzane,population_sedentaire_5ans_plus,10718.0,175,16
01.405.09.03,Commune d'Asjen,ouezzane,natifs_residents_non_migrants,10420.0,175,15
01.405.09.03,Commune d'Asjen,ouezzane,residents_recents_5ans,11237.0,175,17
01.405.09.03,Commune d'Asjen,ouezzane,entrees,294.0,175,12
01.405.09.03,Commune d'Asjen,ouezzane,indice_entrees (%),2.7,175,13
01.405.09.03,Commune d'Asjen,ouezzane,indice_sortie (%),7.3,175,14
01.405.09.03,Commune d'Asjen,ouezzane,sorties,817.0,175,18
01.405.09.09,Commune de Moqrissat,ouezzane,population_sedentaire_5ans_plus,8808.0,176,16
01.405.09.09,Commune de Moqrissat,ouezzane,natifs_residents_non_migrants,8418.0,176,15
01.405.09.09,Commune de Moqrissat,ouezzane,residents_recents_5ans,9658.0,176,17
01.405.09.09,Commune de Moqrissat,ouezzane,entrees,376.0,176,12
01.405.09.09,Commune de Moqrissat,ouezzane,indice_entrees (%),4.3,176,13
01.405.09.09,Commune de Moqrissat,ouezzane,indice_sortie (%),12.8,176,14
01.405.09.09,Commune de Moqrissat,ouezzane,sorties,1240.0,176,18
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,population_sedentaire_5ans_plus,1881.0,202,16
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,natifs_residents_non_migrants,1527.0,202,15
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,residents_recents_5ans,1763.0,202,17
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,entrees,352.0,202,12
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,indice_entrees (%),18.7,202,13
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,indice_sortie (%),13.4,202,14
01.405.09.09.3,dont le centre urbain de Moqrissat,ouezzane,sorties,236.0,202,18
01.405.09.01,Commune d'Ain Beida,ouezzane,population_sedentaire_5ans_plus,9644.0,177,16
01.405.09.01,Commune d'Ain Beida,ouezzane,natifs_residents_non_migrants,9435.0,177,15
01.405.09.01,Commune d'Ain Beida,ouezzane,residents_recents_5ans,10256.0,177,17
01.405.09.01,Commune d'Ain Beida,ouezzane,entrees,209.0,177,12
01.405.09.01,Commune d'Ain Beida,ouezzane,indice_entrees (%),2.2,177,13
01.405.09.01,Commune d'Ain Beida,ouezzane,indice_sortie (%),8.0,177,14
01.405.09.01,Commune d'Ain Beida,ouezzane,sorties,821.0,177,18
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,population_sedentaire_5ans_plus,13042.0,178,16
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,natifs_residents_non_migrants,12826.0,178,15
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,residents_recents_5ans,14074.0,178,17
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,entrees,210.0,178,12
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,indice_entrees (%),1.6,178,13
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,indice_sortie (%),8.9,178,14
01.405.11.07,Commune de Kalaat Bouqorra,ouezzane,sorties,1248.0,178,18
01.405.11.11,Commune de Zoumi,ouezzane,population_sedentaire_5ans_plus,33981.0,179,16
01.405.11.11,Commune de Zoumi,ouezzane,natifs_residents_non_migrants,33408.0,179,15
01.405.11.11,Commune de Zoumi,ouezzane,residents_recents_5ans,37019.0,179,17
01.405.11.11,Commune de Zoumi,ouezzane,entrees,567.0,179,12
01.405.11.11,Commune de Zoumi,ouezzane,indice_entrees (%),1.7,179,13
01.405.11.11,Commune de Zoumi,ouezzane,indice_sortie (%),9.8,179,14
01.405.11.11,Commune de Zoumi,ouezzane,sorties,3611.0,179,18
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,population_sedentaire_5ans_plus,4327.0,203,16
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,natifs_residents_non_migrants,4151.0,203,15
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,residents_recents_5ans,4572.0,203,17
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,entrees,176.0,203,12
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,indice_entrees (%),4.1,203,13
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,indice_sortie (%),9.2,203,14
01.405.11.11.3,dont le centre urbain de Zoumi,ouezzane,sorties,421.0,203,18
