cg,collectivite,fk_territoire,indicateur,valeur,territoire_id,indicateur_id
01.573.01.01,Commune de Fnideq,m'diq fnideq,population_sedentaire,62511.0,47,23
01.573.01.01,Commune de Fnideq,m'diq fnideq,natifs_residents_non_migrants,53842.0,47,22
01.573.01.01,Commune de Fnideq,m'diq fnideq,residents_recents_10ans,60539.0,47,24
01.573.01.01,Commune de Fnideq,m'diq fnideq,entrees,8448.0,47,19
01.573.01.01,Commune de Fnideq,m'diq fnideq,indice_entrees (%),13.51,47,20
01.573.01.01,Commune de Fnideq,m'diq fnideq,sorties,6698.0,47,25
01.573.01.01,Commune de Fnideq,m'diq fnideq,indice_sortie (%),11.06,47,21
01.573.01.03,Commune de Martil,m'diq fnideq,population_sedentaire,79952.0,48,23
01.573.01.03,Commune de Martil,m'diq fnideq,natifs_residents_non_migrants,50066.0,48,22
01.573.01.03,Commune de Martil,m'diq fnideq,residents_recents_10ans,55043.0,48,24
01.573.01.03,Commune de Martil,m'diq fnideq,entrees,29086.0,48,19
01.573.01.03,Commune de Martil,m'diq fnideq,indice_entrees (%),36.38,48,20
01.573.01.03,Commune de Martil,m'diq fnideq,sorties,4978.0,48,25
01.573.01.03,Commune de Martil,m'diq fnideq,indice_sortie (%),9.04,48,21
01.573.01.07,Commune d'Allyene,m'diq fnideq,population_sedentaire,6570.0,49,23
01.573.01.07,Commune d'Allyene,m'diq fnideq,natifs_residents_non_migrants,5829.0,49,22
01.573.01.07,Commune d'Allyene,m'diq fnideq,residents_recents_10ans,6291.0,49,24
01.573.01.07,Commune d'Allyene,m'diq fnideq,entrees,735.0,49,19
01.573.01.07,Commune d'Allyene,m'diq fnideq,indice_entrees (%),11.19,49,20
01.573.01.07,Commune d'Allyene,m'diq fnideq,sorties,462.0,49,25
01.573.01.07,Commune d'Allyene,m'diq fnideq,indice_sortie (%),7.34,49,21
01.573.01.09,Commune de Belyounech,m'diq fnideq,population_sedentaire,3834.0,50,23
01.573.01.09,Commune de Belyounech,m'diq fnideq,natifs_residents_non_migrants,3605.0,50,22
01.573.01.09,Commune de Belyounech,m'diq fnideq,residents_recents_10ans,3771.0,50,24
01.573.01.09,Commune de Belyounech,m'diq fnideq,entrees,227.0,50,19
01.573.01.09,Commune de Belyounech,m'diq fnideq,indice_entrees (%),5.92,50,20
01.573.01.09,Commune de Belyounech,m'diq fnideq,sorties,166.0,50,25
01.573.01.09,Commune de Belyounech,m'diq fnideq,indice_sortie (%),4.4,50,21
01.571,Province de Tétouan,tetouan,population_sedentaire,509185.0,4,23
01.571,Province de Tétouan,tetouan,natifs_residents_non_migrants,452555.0,4,22
01.571,Province de Tétouan,tetouan,residents_recents_10ans,496845.0,4,24
01.571,Province de Tétouan,tetouan,entrees,54024.0,4,19
01.571,Province de Tétouan,tetouan,indice_entrees (%),10.61,4,20
01.571,Province de Tétouan,tetouan,sorties,44290.0,4,25
01.571,Province de Tétouan,tetouan,indice_sortie (%),8.91,4,21
01.571.01.11,Commune de Tétouan,tetouan,population_sedentaire,355859.0,51,23
01.571.01.11,Commune de Tétouan,tetouan,natifs_residents_non_migrants,302450.0,51,22
01.571.01.11,Commune de Tétouan,tetouan,residents_recents_10ans,333930.0,51,24
01.571.01.11,Commune de Tétouan,tetouan,entrees,51042.0,51,19
01.571.01.11,Commune de Tétouan,tetouan,indice_entrees (%),14.34,51,20
01.571.01.11,Commune de Tétouan,tetouan,sorties,31480.0,51,25
01.571.01.11,Commune de Tétouan,tetouan,indice_sortie (%),9.43,51,21
01.571.01.07,Commune d'Oued Laou,tetouan,population_sedentaire,9341.0,52,23
01.571.01.07,Commune d'Oued Laou,tetouan,natifs_residents_non_migrants,7250.0,52,22
01.571.01.07,Commune d'Oued Laou,tetouan,residents_recents_10ans,8979.0,52,24
01.571.01.07,Commune d'Oued Laou,tetouan,entrees,1995.0,52,19
01.571.01.07,Commune d'Oued Laou,tetouan,indice_entrees (%),21.36,52,20
01.571.01.07,Commune d'Oued Laou,tetouan,sorties,1729.0,52,25
01.571.01.07,Commune d'Oued Laou,tetouan,indice_sortie (%),19.26,52,21
01.571.03.01,Commune d'Ain Lahsan,tetouan,population_sedentaire,6032.0,53,23
01.571.03.01,Commune d'Ain Lahsan,tetouan,natifs_residents_non_migrants,5599.0,53,22
01.571.03.01,Commune d'Ain Lahsan,tetouan,residents_recents_10ans,6761.0,53,24
01.571.03.01,Commune d'Ain Lahsan,tetouan,entrees,430.0,53,19
01.571.03.01,Commune d'Ain Lahsan,tetouan,indice_entrees (%),7.13,53,20
01.571.03.01,Commune d'Ain Lahsan,tetouan,sorties,1162.0,53,25
01.571.03.01,Commune d'Ain Lahsan,tetouan,indice_sortie (%),17.19,53,21
01.571.03.19,Commune de Souk Kdim,tetouan,population_sedentaire,7095.0,54,23
01.571.03.19,Commune de Souk Kdim,tetouan,natifs_residents_non_migrants,6627.0,54,22
01.571.03.19,Commune de Souk Kdim,tetouan,residents_recents_10ans,7252.0,54,24
01.571.03.19,Commune de Souk Kdim,tetouan,entrees,461.0,54,19
01.571.03.19,Commune de Souk Kdim,tetouan,indice_entrees (%),6.5,54,20
01.571.03.19,Commune de Souk Kdim,tetouan,sorties,625.0,54,25
01.571.03.19,Commune de Souk Kdim,tetouan,indice_sortie (%),8.62,54,21
01.571.03.09,Commune de Jbel Lahbib,tetouan,population_sedentaire,3313.0,55,23
01.571.03.09,Commune de Jbel Lahbib,tetouan,natifs_residents_non_migrants,2810.0,55,22
01.571.03.09,Commune de Jbel Lahbib,tetouan,residents_recents_10ans,4328.0,55,24
01.571.03.09,Commune de Jbel Lahbib,tetouan,entrees,495.0,55,19
01.571.03.09,Commune de Jbel Lahbib,tetouan,indice_entrees (%),14.94,55,20
01.571.03.09,Commune de Jbel Lahbib,tetouan,sorties,1518.0,55,25
01.571.03.09,Commune de Jbel Lahbib,tetouan,indice_sortie (%),35.07,55,21
01.571.03.09.3,dont le centre urbain de Karia,tetouan,population_sedentaire,1182.0,186,23
01.571.03.09.3,dont le centre urbain de Karia,tetouan,natifs_residents_non_migrants,865.0,186,22
01.571.03.09.3,dont le centre urbain de Karia,tetouan,residents_recents_10ans,1265.0,186,24
01.571.03.09.3,dont le centre urbain de Karia,tetouan,entrees,313.0,186,19
01.571.03.09.3,dont le centre urbain de Karia,tetouan,indice_entrees (%),26.48,186,20
01.571.03.09.3,dont le centre urbain de Karia,tetouan,sorties,400.0,186,25
01.571.03.09.3,dont le centre urbain de Karia,tetouan,indice_sortie (%),31.62,186,21
01.571.03.07,Commune de Bni Harchen,tetouan,population_sedentaire,5378.0,56,23
01.571.03.07,Commune de Bni Harchen,tetouan,natifs_residents_non_migrants,5220.0,56,22
01.571.03.07,Commune de Bni Harchen,tetouan,residents_recents_10ans,6438.0,56,24
01.571.03.07,Commune de Bni Harchen,tetouan,entrees,156.0,56,19
01.571.03.07,Commune de Bni Harchen,tetouan,indice_entrees (%),2.9,56,20
01.571.03.07,Commune de Bni Harchen,tetouan,sorties,1218.0,56,25
01.571.03.07,Commune de Bni Harchen,tetouan,indice_sortie (%),18.92,56,21
01.571.03.03,Commune d'Al Kharroub,tetouan,population_sedentaire,1694.0,57,23
01.571.03.03,Commune d'Al Kharroub,tetouan,natifs_residents_non_migrants,1616.0,57,22
01.571.03.03,Commune d'Al Kharroub,tetouan,residents_recents_10ans,1910.0,57,24
01.571.03.03,Commune d'Al Kharroub,tetouan,entrees,78.0,57,19
01.571.03.03,Commune d'Al Kharroub,tetouan,indice_entrees (%),4.6,57,20
01.571.03.03,Commune d'Al Kharroub,tetouan,sorties,294.0,57,25
01.571.03.03,Commune d'Al Kharroub,tetouan,indice_sortie (%),15.39,57,21
01.571.03.15,Commune de Mallalienne,tetouan,population_sedentaire,8978.0,58,23
01.571.03.15,Commune de Mallalienne,tetouan,natifs_residents_non_migrants,7666.0,58,22
01.571.03.15,Commune de Mallalienne,tetouan,residents_recents_10ans,8519.0,58,24
01.571.03.15,Commune de Mallalienne,tetouan,entrees,1305.0,58,19
01.571.03.15,Commune de Mallalienne,tetouan,indice_entrees (%),14.54,58,20
01.571.03.15,Commune de Mallalienne,tetouan,sorties,852.0,58,25
01.571.03.15,Commune de Mallalienne,tetouan,indice_sortie (%),10.0,58,21
01.571.03.17,Commune de Saddina,tetouan,population_sedentaire,6169.0,59,23
01.571.03.17,Commune de Saddina,tetouan,natifs_residents_non_migrants,5743.0,59,22
01.571.03.17,Commune de Saddina,tetouan,residents_recents_10ans,6220.0,59,24
01.571.03.17,Commune de Saddina,tetouan,entrees,426.0,59,19
01.571.03.17,Commune de Saddina,tetouan,indice_entrees (%),6.91,59,20
01.571.03.17,Commune de Saddina,tetouan,sorties,477.0,59,25
01.571.03.17,Commune de Saddina,tetouan,indice_sortie (%),7.67,59,21
01.571.03.21,Commune de Sahtryine,tetouan,population_sedentaire,6895.0,60,23
01.571.03.21,Commune de Sahtryine,tetouan,natifs_residents_non_migrants,6663.0,60,22
01.571.03.21,Commune de Sahtryine,tetouan,residents_recents_10ans,7378.0,60,24
01.571.03.21,Commune de Sahtryine,tetouan,entrees,232.0,60,19
01.571.03.21,Commune de Sahtryine,tetouan,indice_entrees (%),3.36,60,20
01.571.03.21,Commune de Sahtryine,tetouan,sorties,715.0,60,25
01.571.03.21,Commune de Sahtryine,tetouan,indice_sortie (%),9.69,60,21
01.571.03.11,Commune de Bni Idder,tetouan,population_sedentaire,3673.0,61,23
01.571.03.11,Commune de Bni Idder,tetouan,natifs_residents_non_migrants,3599.0,61,22
01.571.03.11,Commune de Bni Idder,tetouan,residents_recents_10ans,5435.0,61,24
01.571.03.11,Commune de Bni Idder,tetouan,entrees,74.0,61,19
01.571.03.11,Commune de Bni Idder,tetouan,indice_entrees (%),2.01,61,20
01.571.03.11,Commune de Bni Idder,tetouan,sorties,1836.0,61,25
01.571.03.11,Commune de Bni Idder,tetouan,indice_sortie (%),33.78,61,21
01.571.03.05,Commune de Bghaghza,tetouan,population_sedentaire,5064.0,62,23
01.571.03.05,Commune de Bghaghza,tetouan,natifs_residents_non_migrants,4902.0,62,22
01.571.03.05,Commune de Bghaghza,tetouan,residents_recents_10ans,5942.0,62,24
01.571.03.05,Commune de Bghaghza,tetouan,entrees,162.0,62,19
01.571.03.05,Commune de Bghaghza,tetouan,indice_entrees (%),3.2,62,20
01.571.03.05,Commune de Bghaghza,tetouan,sorties,1040.0,62,25
01.571.03.05,Commune de Bghaghza,tetouan,indice_sortie (%),17.5,62,21
01.571.05.13,Commune de Bni Leit,tetouan,population_sedentaire,4103.0,63,23
01.571.05.13,Commune de Bni Leit,tetouan,natifs_residents_non_migrants,4012.0,63,22
01.571.05.13,Commune de Bni Leit,tetouan,residents_recents_10ans,4583.0,63,24
01.571.05.13,Commune de Bni Leit,tetouan,entrees,89.0,63,19
01.571.05.13,Commune de Bni Leit,tetouan,indice_entrees (%),2.17,63,20
01.571.05.13,Commune de Bni Leit,tetouan,sorties,571.0,63,25
01.571.05.13,Commune de Bni Leit,tetouan,indice_sortie (%),12.46,63,21
01.571.05.01,Commune d'Al Hamra,tetouan,population_sedentaire,9653.0,64,23
01.571.05.01,Commune d'Al Hamra,tetouan,natifs_residents_non_migrants,9160.0,64,22
01.571.05.01,Commune d'Al Hamra,tetouan,residents_recents_10ans,10907.0,64,24
01.571.05.01,Commune d'Al Hamra,tetouan,entrees,493.0,64,19
01.571.05.01,Commune d'Al Hamra,tetouan,indice_entrees (%),5.11,64,20
01.571.05.01,Commune d'Al Hamra,tetouan,sorties,1747.0,64,25
01.571.05.01,Commune d'Al Hamra,tetouan,indice_sortie (%),16.02,64,21
01.571.05.05,Commune d'Al Oued,tetouan,population_sedentaire,8819.0,65,23
01.571.05.05,Commune d'Al Oued,tetouan,natifs_residents_non_migrants,8567.0,65,22
01.571.05.05,Commune d'Al Oued,tetouan,residents_recents_10ans,10050.0,65,24
01.571.05.05,Commune d'Al Oued,tetouan,entrees,249.0,65,19
01.571.05.05,Commune d'Al Oued,tetouan,indice_entrees (%),2.82,65,20
01.571.05.05,Commune d'Al Oued,tetouan,sorties,1483.0,65,25
01.571.05.05,Commune d'Al Oued,tetouan,indice_sortie (%),14.76,65,21
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,population_sedentaire,3972.0,66,23
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,natifs_residents_non_migrants,3910.0,66,22
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,residents_recents_10ans,4788.0,66,24
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,entrees,62.0,66,19
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,indice_entrees (%),1.56,66,20
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,sorties,878.0,66,25
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,indice_sortie (%),18.34,66,21
01.571.05.17,Commune de Dar Bni Karrich,tetouan,population_sedentaire,8295.0,67,23
01.571.05.17,Commune de Dar Bni Karrich,tetouan,natifs_residents_non_migrants,6673.0,67,22
01.571.05.17,Commune de Dar Bni Karrich,tetouan,residents_recents_10ans,7772.0,67,24
01.571.05.17,Commune de Dar Bni Karrich,tetouan,entrees,1576.0,67,19
01.571.05.17,Commune de Dar Bni Karrich,tetouan,indice_entrees (%),19.0,67,20
01.571.05.17,Commune de Dar Bni Karrich,tetouan,sorties,1099.0,67,25
01.571.05.17,Commune de Dar Bni Karrich,tetouan,indice_sortie (%),14.14,67,21
01.571.05.17.3,dont le centre urbain de Dar Bni Karrich,tetouan,population_sedentaire,3468.0,187,23
01.571.05.17.3,dont le centre urbain de Dar Bni Karrich,tetouan,natifs_residents_non_migrants,2679.0,187,22
01.571.05.17.3,dont le centre urbain de Dar Bni Karrich,tetouan,residents_recents_10ans,3044.0,187,24
