etablissement_id,nom_etablissement,adresse,commune,province,region,type_etablissement,fk_territoire,commune_norm,territoire_id_commune
230,ECOLE OULED JMIL,DOUAR OULED JMIL COMMUNE SOUAKEN,Souaken,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souaken,97
231,AMAIER TLIK CENTRE,DOUAR AMAIER TLIK COMMUNE SOUAKEN,Souaken,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souaken,97
232,OUED EL MAKHAZINE  CENTRE ,DOUAR OULED SOULTAN COMMUNE SOUK TOLBA,Souk Tolba,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souk tolba,98
233, SS LAHYATTA ,DOUAR LAHYATTA COMMUNE SOUK TOLBA,Souk Tolba,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souk tolba,98
234,ELMOULOUK  TALATA  CENTRE,DOUAR BOUAACHAT COMMUNE SOUK TOLBA,Souk Tolba,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souk tolba,98
235,OULED ALI MEDENNA CENTRE,DOUAR OULAD ALI MDENNA COMMUNE SOUK TOLBA,Souk Tolba,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souk tolba,98
236,EL MAGHREB EL ARABI  AYACHA CENTRE ,DOUAR AYACHA CENTRE COMMUNE AYACHA,Ayacha,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ayacha,90
237,AMZOURA CENTRE,DOUAR AMZORA COMMUNE AYACHA,Ayacha,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ayacha,90
238,TAZEMART CENTRE,DOUAR TAZEMART COMMUNE AYACHA,Ayacha,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ayacha,90
239, HAMZA IBNOU  ABDELMOTTALEB CENTRE,DOUAR AIN MAABAD COMMUNE AYACHA,Ayacha,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ayacha,90
240,MGAZLIYNE CENTRE,DOUAR MGAZLIYiNE COMMUNE AYACHA,Ayacha,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ayacha,90
241,AIN HDID CENTRE,DOUAR AIN HDID COMMUNE BNI AROUSS,Bni Arouss,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni arouss,88
242,TAGUEZARTE  CENTRE,DOUAR TAJEZART COMMUNE BNI AROUSS,Bni Arouss,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni arouss,88
243,TARDANE CENTRE,DOUAR TARDANE COMMUNE BNI AROUSS,Bni Arouss,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni arouss,88
244,MOULAY ABDESSLAM  SOUKANE CENTRE ,DOUAR SOUKAN COMMUNE TAZROUTE,Tazroute,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,tazroute,89
245,TAZROUT CENTRE,DOUAR TAZROUT COMMUNE TAZROUTE,Tazroute,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,tazroute,89
246,DRISS PREMIER CENTRE,DOUAR SEBT COMMUNE BNI GARFETT,Bni Garfett,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni garfett,91
247,EL QODS  BOUHANI CENTRE ,DOUAR BOUHANI COMMUNE BNI GARFETT,Bni Garfett,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni garfett,91
248,SEFSSAF CENTRE,DOUAR SEFSSAF COMMUNE BNI GARFETT,Bni Garfett,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni garfett,91
249,AIN MANSSOUR CENTRE,DOUAR AIN MANSOUR COMMUNE BNI GARFETT,Bni Garfett,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni garfett,91
250,SAADANA CENTRE,DOUAR SAADANA COMMUNE BNI Guerfet,Bni Garfett,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,bni garfett,91
251,SIDI MEZOUAR  TAOULA CENTRE ,DOUAR TAOULA COMMUNE ZAAROURA,Zaaroura,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zaaroura,92
252,AGHLIMINE CENTRE,DOUAR AGHLIMINE COMMUNE ZAAROURA,Zaaroura,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zaaroura,92
253,AOURMOUT CENTRE,DOUAR AOURMOUT COMMUNE ZAAROURA,Zaaroura,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zaaroura,92
254,KHARBAT ELHARAKINE ,medchar khriba COMMUNE ZAAROURA,Zaaroura,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zaaroura,92
255,CHEFRAOUCHE  CENTRE,DOUAR CHEFRAOUCH COMMUNE ZAAROURA,Zaaroura,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zaaroura,92
256,ELKADI AYAD NGARJA  CENTRE,DOUAR NGARJA COMMUNE SAHEL,Sahel,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,sahel,93
257,RIHIYNNE CENTRE,DOUAR RIHIYNE COMMUNE SAHEL,Sahel,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,sahel,93
258,IBNOU SINAE CENTRE KRIMDA,DOUAR KRIMDA COMMUNE SAHEL,Sahel,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,sahel,93
259,AIN KATTAAE CENTRE,DOUAR AIN KATTAAE COMMUNE SAHEL,Sahel,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,sahel,93
260,ALLAL EL FASSI RAISSANA CENTRE   ,TLATA RISSANA CENTRE COMMUNE RISSANA CHAMALIA,Rissana Chamalia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana chamalia,94
261,OULED SOULTANE CENTRE,DOUAR OULED SOULTANE COMMUNE RISSANA CHAMALIA,Rissana Chamalia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana chamalia,94
262,KHRACHFA CENTRE,DOUAR KHRACHFA COMMUNE RISSANA CHAMALIA,Rissana Chamalia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana chamalia,94
263,ELKHRACHFA 2 AMER AIN HENNA CENTRE,DOUAR AMER AIN HENNA COMMUNE RISSANA CHAMALIA,Rissana Chamalia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana chamalia,94
264,IBNOU  TOFAIL  DOSSI  CENTRE ,DOUAR DOSSI COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
265,ECOLE OULED MESSBAH,DOUAR OULED MESSBAH COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
266,ELMOUARAA CENTRE,DOUAR MOUARAA KANTRA COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
267,OULED BEN SAYD CENTRE,DOUAR OULED BEN SAYD COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
268,SATTELITE   ELKHANNA,DOUAR KHANNA COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
269,TOUAJNA CENTRE,DOUAR TOUAJNA COMMUNE RISSANA JANOUBIA,Rissana Janoubia,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,rissana janoubia,95
270,ECOLE AL QODS,AVENUE SIDI ABDELHAMID CHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
271,ECOLE LALLA FATIMA,AVENUE HASSAN 2 CHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
272,ECOLE MOULAY ALI BEN RACHID,RUE MOULAY DRISS CHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
273,ECOLE AL HASSAN ABI JOUMOAA,RUE ZERKTOUNICHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
274,ECOLE SOULAYMAN ALHAWAT,QUARTIER SEBBANINECHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
275,ECOLE ABDELKHALEK TORRES,QUARTIER ADMINISTRATIF    CHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
276,ECOLE MOULAY ALI NOUAZLI,RUE MOULLAY DRISSCHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
277,ECOLE ESSAIDA EL HORRA,AVENUE ALMAGHRIB ALARABICHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
278,ECOLE CHAIKH MOHAMED BEN AYAD,RUE SIDI BEN ALI  HAY EL ANSER  BAB MAHROUK CHEFCH,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
279,ECOLE EL KADI SADEK BEN RAISSOUN,avenu maliliaCHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
280,ECOLE YOUSSEF BEN TACHFINE,BAB BERRED CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
281,Ecole ANWAL,ZOUMI par ouizzane,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
282,SS 11 JANVIER BOUROH,DOUAR BOUROH COMMUNE BAB BERRET  CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
283,SS OKBA BEN NAFIA ECOLE LAMDINA,DOUAR LAMDINACBAB BERRED CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
284,SS 20 AOUT  LAANASSER,ECOLE LAANASSER Centre et commune de BAB BERREd pr,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
285,SS IZELJAME,DOUAR IZELJAMECBAB BERRET CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
286,SS NAHDA BNI CHIA,ECOLE BNI CHIA BAB BERREd CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
287,SS AHMED ERRACHIDI MACHAT,ECOLE MECHET C BAB BERREd CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
288,SS FKIH EL MOUDEN  ALOUI,ECOLE ALOUI commune ounane ,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
289,SS AHMED CHARKAOUI TASMILT,Douar tasmilt commune iounane,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
290,SS MASSOUD EL MEZIANI BOUKAMEL,DOUAR iounane Commune IOUNANE CHEFCHAOUEN,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
291,SS BNI IMRANE ICHOUKANE,DOUAR ICHOUKANE COMMUNE AOUNANE CHEFCHAOUEN,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
292,SS AOULLASSEN,DOUAR AOULLASSEN C IOUNANE CHEFCHAOUEN,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
293,SS IMOUKANE,DOUAR IMOUKANE COMMUNE IOUNANE ,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
294,SS CHARIF IDRISSI BOUSSIAF,ECOLE BOUSSIAFC   IOUNANE      CHEFCHAOUEN,Iounane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,iounane,137
295,SS EL MOUJAHIDINE TAMOROT,DOUAR TAMOROTCTAMOROT CHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
296,SS ABDELLAH IBRAHIM AMEZRA,DOUAR AMEZRA C TAMOROT. CHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
297,SS SIDI MHAMED JAMOUN DAR OUTAN,DOUAr  DarOUTANE Commune TAMOROT CHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
298,SS OUED AMEZGANE ZAZOU,DOUAR ZAZOU C BAB BARRED CHEFCHAOUEN,Bab Berred,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab berred,136
299,SS TALARIHAN,DOUAR TALARIHANE CR TAMOROUT CHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
300,SS BNI NBAT MAHLI,DOUAR MAHLICTAMOROTCHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
301,SS SIDI BOUHAJA LEMOUASSIF,DOUAR LEMOUASSIFCTAMOROTCHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
302,SS ISSEFAREN,DOUAR ISSEFAREN Commune TAMOROT CHEFCHAOUEN,Tamorot,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tamorot,138
303,SS LEMAASRA,DOUAR LEMAASRACBNI AHMED CHERQIACHEFCHAOUEN,Bni Ahmed Cherqia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed cherqia,144
304,SS TALANDAOUD,DOUAR TALANDAOUD CBNI AHMED cherquia,Bni Ahmed Cherqia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed cherqia,144
305,SS ABDELALI BEN CHAKROUN AL MANSOURA,DOUAR AL MANSOURA C MANSOURA CHEFCHAOUEN,Mansoura,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,mansoura,147
306,SS TISKALA,DOUAR TISKALA C MANSOURA CHEFCHAOUEN,Mansoura,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,mansoura,147
307,SS ZAOUIYAT LHORRACH,DOUAR ZAOUIYAT LHORRACHCMANSOURACHEFCHAOUEN,Mansoura,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,mansoura,147
308,SS ABDERRAHMAN SAHRAOUI TALIOUANE,DOUAR TALIOUANE bni ahmed cherqia CHEFCHAOUEN,Bni Ahmed Cherqia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed cherqia,144
309,SS TIMART,DOUAR TIMART C MANSOURA CHEFCHAOUEN,Mansoura,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,mansoura,147
310,SS OULAD SLIMANE,DOUAR OULAD SLIMANE CBNI AHMED GHARBIA CHEFCHAOUE,Bni Ahmed Gharbia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed gharbia,145
311,SS BNI MIZAR,DOUAR BNI MIZAR C BNI AHMED GHARBIA CHEFCHAOUEN,Bni Ahmed Gharbia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed gharbia,145
312,SS TAFZA,DOUAR TAFZACBNI AHMED GHARBIACHEFCHAOUEN,Bni Ahmed Gharbia,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni ahmed gharbia,145
313,SS ABDELAZIZ BEN DRISS MALHA,CENTRE OUADE   MALHA  COMMUNE OUED MALHA CHEFCHAOU,Oued Malha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,oued malha,146
314,SS MOHAMED EL BARAKA ANKOUD,DOUAR AANKOUDCOUED MALHACHEFCHAOUEN,Oued Malha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,oued malha,146
315,SS MOUASS,DOUAR MOUASSCOUED MALHACHEFCHAOUEN,Oued Malha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,oued malha,146
316,SS HASSAN EL OUAZZANE AMTAR,DOUAR AMTARCAMTARCHEFCHAOUEN,Amtar,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,amtar,139
317,SS AZGHAR MOUSSA,DOUAR AZGHAR MOUSSACAMTARCHEFCHAOUEN,Amtar,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,amtar,139
318,SS ABOU INANE EL MARINI ATAZA,DOUAR ATAZA C AMTAR CHEFCHAOUEN,Amtar,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,amtar,139
319,SS TIGHSSOUANE,DOUAR TIGHESSOUANECAMTARCHEFCHAOUEN,Amtar,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,amtar,139
320,S/S ENNALIYINE,DOUAR ENNALIYINECAMTARCHEFCHAOUEN,Amtar,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,amtar,139
321,SS MY ALI CHARIF LMDIAK,CENTRE BNI REZINE COMMUNE BNI RZINE CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
322,SS TAMRIGHT,DOUAR TAMRIGHTe BNI RZINE CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
323,SS IHMEDACHEN,DOUAR IHMEDACHEN BNI RZIN CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
324,SS DRISS 1ER AOUFASS,DOUAR AOUFASS C BNI RZINE CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
325,SS IHEJJAMEN,DOUAR IHEJJAMEN C BNI RZINE CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
326,SS ASSAKI,DOUAR ASSAKI BNI RZINE CHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
327,SS OUED EDDAHAB AZAGHAR,DOUAR AZAGHARCBNI RZINECHEFCHAOUEN,Bni Rzine,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni rzine,142
328,SS AHMED BENHANI BNI SMIH,SOUK SEBTCBNI SMIHCHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
329,SS BNI SEDRAT,DOUAR BNI SEDRATCBNI SMIHCHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
330,SS HASSAN AHAYZOUNE TAZROUT,DOUAR TAZROUTCBNI SMIHCHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
331,SS AMLAOUK,DOUAR AMLAOUK C.BNI SMIH CHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
332,SS IKOURRANE,DOUAR IKOURRANE CR/BNI SMIH CHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
333,ECOLE ALI MTIOUI AL JEBHA,AL JEBHACMTIOUACHEFCHAOUEN,M'tioua,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,m'tioua,140
334,SS AL KAWARINE,DOUAR AL KAWARINECMTIOUACHEFCHAOUEN,M'tioua,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,m'tioua,140
335,SS HADI AMAGHOUS TAGMOUT,DOUAR TAGMOUT C M TIOUA CHEFCHAOUEN,M'tioua,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,m'tioua,140
336,SS  IBNRAHIM ROUDANI BOUHNIN,DOUAR BOUHNINCMTIOUACHEFCHAOUEN,M'tioua,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,m'tioua,140
337,SS DRISS ELMOHAMMADI AGUERCIF,DOUAR AKERSSIFCOUAOUZGANECHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
338,SS IMENKOUREN,DOUAR IMENKOUREN C OUAOUZGANE CHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
339,S/S TALAMZALA,DOUAR TALAMZALA COU AOUZGANE CHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
340,SS AOUEZGANE,DOUAR AOUZGANE COU AOUZGANE CHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
341,SS AGHBAL,DOUAR AGHBAL AOUZGANE CHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
342,SS NOUIDRAT,DOUAR NOUDARET C OUAOUZGANE CHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
343,SS AHMED BA HNINI IJOUAOUEN,DOUAR IJOUAOUENCAOUZGANECHEFCHAOUEN,Ouaouzgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,ouaouzgane,141
344,SS ALLAL BEN ABDELLAH BAB TAZA,centre babtaza,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
345,SS BNI ZID,DOUAR BNI ZID BAB TAZACHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
346,SS SIDI MOUSSA MAGOU,DOUAR MAGOU BAB TAZA CHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
347,SS IMAM ALI GHAROUZIM,DOUAR GHAROUZIMCBAB TAZACHEFCHAOUEN,Chefchaouen,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,chefchaouen,135
348,SS LAACHAICH,DOUAR LAACHAICHC  dardara  CHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
349,SS DAR AKOUBAA,DOUAR DAR AKOUBAA  comune  dardara  CHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
350,SS AMEGRI,DOUAR AMEGRI C BAB TAZA CHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
351,SS SIDI YALSOU LAGHZANA,DOUAR LAKHZANACBAB TAZACHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
352,SS HAJ AHMED ASLANI BOUZTAT,DOUAR BOUZTATCBAB TAZACHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
353,SS TINGHAYA EL GHARBIA,DOUAR TINGHAYA C BAB TAZA CHEFCHAOUEN,Bab Taza,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bab taza,148
354,SS ESSALAM ALBARKOUK,DOUAR ALBARKOUK CBNI SALAH  CHEFCHAOUEN,Bni Salah,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni salah,149
355,SS EL FATH BOUNTAIR,DOUAR BOUNTAYER C BNI SALAH CHEFCHAOUEN,Bni Salah,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni salah,149
356,SS OMAR BEN KHATTAB AL MAOUDEN,DOUAR AL MAOUDEN BNI SALAH CHEFCHAOUEN,Bni Salah,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni salah,149
357,SS MOUSSA BEN NOUSSAIR BANI DARKOUL,BNI DARKOULCBNI DARKOULCHEFCHAOUEN,Bni Darkoul,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni darkoul,150
358,SS AL KOB,DOUAR AL KOB C BNI DARKOUL CHEFCHAOUEN,Bni Darkoul,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni darkoul,150
359,SS CHRAFAT,DOUAR CHRAFATCBNI DARKOULCHEFCHAOUEN,Bni Darkoul,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni darkoul,150
360,SS AHMRD EL AALEM EL MATEN,DOUAR AL MATEN BNI DARKOUL CHEFCHAOUEN,Bni Darkoul,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni darkoul,150
361,SS DRISS EL HARIRI TOURARINE,DOUAR TOURARINE C BNI FAGHLOUM CHEFCHAOUEN,Bni Faghloum,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni faghloum,151
362,SS DOUKKALA,DOUAR DOUKKALA C BNI FAGHLOUM CHEFCHAOUEN,Bni Faghloum,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni faghloum,151
363,SS BNI YEJJEL,DOUAR BNI YEJJELCBNI FAGHLOUMCHEFCHAOUEN,Bni Faghloum,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni faghloum,151
364,SS SIDI ALAL EL HAJ FIFI, Cr FIFI CHEFCHAOUEN,Fifi,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,fifi,152
365,SS SIDI GHANEM,DOUAR SIDI GHANEM Cr FIFI CHEFCHAOUEN,Fifi,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,fifi,152
366,SS SIDI AHMED CHERIF BNI YARZINE,DOUAR BNI YARZINECFIFICHEFCHAOUEN,Fifi,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,fifi,152
367,SS HASSAN YALSOUTI TARIA,DOUAR TARIACDERDARACHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
368,SS KERDAD,DOUAR KERDAD Commune DERDARA CHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
369,SS MAGHRIB AL ARABI DARDARA,DARDARA CDERDARACHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
