etablissement_id,nom_etablissement,adresse,commune,province,region,type_etablissement,fk_territoire,commune_norm,territoire_id_commune
519,TAZAGHINE,DOUAR TAZAGHINE COMMUNE AIT KAMRA,Ait Kamra,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait kamra,119
520,OULED AHMED,DOUAR OULED AHMED COMMUNE SIDI BOUZINEB,Sidi Bouzineb,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi bouzineb,121
521,TAZROUT,DOUAR TAZROUT COMMUNE SIDI BOUZINEB,Sidi Bouzineb,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi bouzineb,121
522,BNI AMMART, BNI AMMART COMMUNE BNI AMMART,Bni Ammart,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ammart,122
523,AGHIL AHMED,DOUAR AGHIL AHMED COMMUNE BNI AMMART,Bni Ammart,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ammart,122
524,ISKIMEN,DOUAR ISKIMEN COMMUNE BNI AMMART,Bni Ammart,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ammart,122
525,ASSAMAR,DOUAR ASSAMAR COMMUNE BNI AMMART,Bni Ammart,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ammart,122
526,DALIA,DOUAR DALIA COMMUNE BNI AMMART,Bni Ammart,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ammart,122
527,SOUAHEL,DOUAR SOUAHEL COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
528,BNI AHMED,DOUAR BNI AHMED COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
529,TALGHOUNT,DOUAR TALGHOUNT COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
530,IKAWEN,DOUAR IKAWEN COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
531,BNI HASSAN,DOUAR BNI HASSAN COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
532,AL MANSAF,DOUAR AL MANSAF COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
533,SS TIZITCHINE,DOUAR TIZITCHINE COMMUNE MOULAY AHMED CHRIF,Moulay Ahmed Cherif,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,moulay ahmed cherif,130
534,WARG,DOUAR WARG COMMUNE MOULAY AHMED CHRIF,Moulay Ahmed Cherif,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,moulay ahmed cherif,130
535,BNI TIMAN,DOUAR BNI TIMAN COMMUNE MOULAY AHMED CHRIF,Moulay Ahmed Cherif,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,moulay ahmed cherif,130
536,SS ISSAGUEN,CENTRE ISSAGUEN COMMUNE ISSAGUEN,Issaguen,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,issaguen,131
537,TALAROUAK,DOUAR TALAROUAK COMMUNE ISSAGUEN,Issaguen,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,issaguen,131
538,AZILA,DOUAR AZILA COMMUNE ISSAGUEN,Issaguen,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,issaguen,131
539,SS TAMSAOUT,DOUAR TAMSAOUT COMMUNE TAMSAOUT,Tamsaout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tamsaout,128
540,ASSOUL,DOUAR ASSOUL COMMUNE TAMSAOUT,Tamsaout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tamsaout,128
541,BARNASS,DOUAR BARNASS COMMUNE TAMSAOUT,Tamsaout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tamsaout,128
542,ARGUIOUEN,DOUAR ARGUIOUEN COMMUNE TAMSAOUT,Tamsaout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tamsaout,128
543,SS KETAMA,DOUAR KETAMA COMMUNE KETAMA,Ketama,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ketama,129
544,MOUYA,DOUAR MOUYA COMMUNE KETAMA,Ketama,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ketama,129
545,ATOUT,DOUAR ATOUT COMMUNE KETAMA,Ketama,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ketama,129
546,SS TABARANT,DOUAR TABARANTE COMMUNE BNI BOUCHIBET,Bni Bouchibet,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouchibet,132
547,BNI AYACH,DOUAR BNI AYACH COMMUNE BNI BOUCHIBET,Bni Bouchibet,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouchibet,132
548,IMOUGZEN,DOUAR IMOUGZENNE commune bni ahmed amougzenne targ,Bni Ahmed Imoukzan,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ahmed imoukzan,127
549,MAZOUZ,DOUAR MAZOUZ COMMUNE BNI AHMED IMOUGZEN,Bni Ahmed Imoukzan,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ahmed imoukzan,127
550,SS TAGHZOUT,DOUAR TAGHZOUT COMMUNE TAGHZOUT,Taghzout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,taghzout,133
551,BNI YAKHLEF,DOUAR BNI YAKHLEF COMMUNE TAGHZOUT,Taghzout,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,taghzout,133
552,AIN BENAABOU,DOUAR AIN BENABOU COMMUNE SIDI BOUTMIM,Sidi Boutmim,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi boutmim,123
553,LHAJ ALI,DOUAR TAOURIRTCOMMUNE SIDI BOUTMIM,Sidi Boutmim,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi boutmim,123
554,TCHAYEF,DOUAR TCHAYF COMMUNE SIDI BOUTMIM,Sidi Boutmim,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi boutmim,123
555,OUARSAN,DOUAR OUARSAN COMMUNE ZARKAT,Zarkt,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,zarkt,124
556,MOULAY MEFTAH,DOUAR MOULAY MEFTAH COMMUNE ZARKAT,Zarkt,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,zarkt,124
557,ZAOUIAT AL KANATER,DOUAR ZAOUIAT AL KANATER COMMUNE BNI BOUNSAR,Bni Bounsar,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bounsar,126
558,TIZI KHATTAB,DOUAR TIZI KHATTAB COMMUNE BNI BOUNSAR,Bni Bounsar,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bounsar,126
559,SS BNI BOUNSAR,DOUAR amaktan COMMUNE BNI BOUNSAR,Bni Bounsar,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bounsar,126
560,ECOLE ABI HYANETAOUHIDI,HAY AL ADIR AVENUE IBN ROCHD COMMUNE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
561,ECOLE ABI MOUSSA AL ACHAARI,TARIK SIDI AHMED BOUHDAN HAY ALKACHRIYINE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
562,ECOLE IBN HANIE,Qu Agadir Route de rabat n 274,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
563,ECOLE AL MOSSALLA,q haddadine COMMUNE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
564,ECOLE AL IMAM ALI BNOU ABI TALIB,Quartier Laadir Lot.Ikrame Avenue Abdelkhalek Torr,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
565,ECOLE MOULAY AL MAHDI AL WAZZANI,AVENUE HOMMANE AL FATOUAKI COMMUNE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
566,ECOLE AL FAKIH RHOUNI,HAY AGADIR AVENUE MOHAMMED V  COMMUNE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
567,ECOLE AL HASSANIA ,OUEZZANE ,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
568,ECOLE MOHAMED BEN AL HASAN AL OUAZZANI,quartier agadir,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
569,ECOLE SALAH EDINE ELAYOUBI,HAY PALESTINE  COMMUNE OUEZZANE,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
570,ECOLE AL MASSIRA 1,quartier al hadadine,Ouezzane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouezzane,163
571,SS Touria Chaouui,DOUAR LHAMMARA COMMUNE MZEFROUNE,Mzefroune,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,mzefroune,164
572,SS 6 NOVEMBRE,DOUAR DCHAR ALIA COMMUNE MZEFROUNE,Mzefroune,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,mzefroune,164
573,SS Mohamed Meziane Belfkih,CENTRE  SOUK ASSABT,Masmouda,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,masmouda,165
574,SS BNI MALEK,DOUAR BNI MALEK COMMUNE MASMOUDA,Masmouda,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,masmouda,165
575,SS HOMMANE AL FATOUAKI1,COMMUNE MASMOUDA,Masmouda,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,masmouda,165
576,SS Mohamed Abed Al-Jabri,DOUAR RMEL  COMMUNE MASMOUDA,Masmouda,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,masmouda,165
577,SS AL MANFALOUTI,KHANDAK AL BIR  COMMUNE MASMOUDA,Masmouda,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,masmouda,165
578,SS ABDELLAH BEN MASAOUD,DOUAR LAMNASRA COMMUNE BNI QUOLLA,Bni Quolla,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,bni quolla,167
579,SS ABDELKRIM AL KHATTABI,DOUAR RMILA  COMMUNE BNI QUOLLA OUEZZANE,Bni Quolla,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,bni quolla,167
580,SS DRISS II,DOUAR DCHIRA COMMUNE BNI QUOLLA,Bni Quolla,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,bni quolla,167
581,SS OUED ADDAHAB,DOUAR RMIEL COMMUNE BNI QUOLLA,Bni Quolla,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,bni quolla,167
582,SS TABARI,DOUAR DAR CHEIKH COMMUNE BNI QUOLLA,Bni Quolla,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,bni quolla,167
583,SS ALLAL BEN ABDELLAH,douare zowakine   COMMUNE SIDI REDOUANE,Sidi Redouane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi redouane,166
584,SS IBN TOUFAIL,DOUAR TAKSERT COMMUNE SIDI REDOUANE,Sidi Redouane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi redouane,166
585,SS ABOU ALKASSEM ALZAHRAOUI,DOUAR TAMALOUS COMMUNE SIDI REDOUANE,Sidi Redouane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi redouane,166
586,SS AZZAITOUNE,DOUAR AL KAITOUNE COMMUNE SIDI REDOUANE,Sidi Redouane,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi redouane,166
587,S S MOHAMED ABDOU,DOUAR LABGHALE COMMUNE OUENNANA,Ounnana,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouannana,170
588,SS Abdelmalek Essaâdi ,DOUAR LHERRICHA COMMUNE OUNNANA,Ounnana,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouannana,170
589,SS MAEROUF ALROUSAFI,DOUAR  LAKTOT  COMMUNE OUNNANA OUAZZANE,Ounnana,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouannana,170
590,SS  Ibn Baja,DOUAR FRAWA COMMUNE OUNNANA,Ounnana,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ouannana,170
591,SS JAAFAR BNOU ATIA,LAMJAARA CENTRE COMMUNE LAMJAARA,Lamjaara,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,lamjaara,171
592,SS SED LOUAHDA,SED LOUAHDA  COMMUNE LAMJAARA,Lamjaara,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,lamjaara,171
593,SS Abou el Kacem Chebbi,AIN DORRIJ CENTRE COMMUNE LAMJAARA,Lamjaara,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,lamjaara,171
594,SS MOSSAB IBN OMAIR,DOUAR TARFANIA COMMUNE LAMJAARA,Lamjaara,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,lamjaara,171
595, SS AL IMAM AL JAZOULI,DOUAR TEROUAL CENTRE  COMMUNE TEROUAL,Teroual,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,teroual,168
596,SS IBN MANDOUR,DOUAR BAKKALA COMMUNE TEROUAL,Teroual,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,teroual,168
597,SS OKBA IBNOU NAFII ,DOUAR HNATTA COMMUNE ZGHIRA,Zghira,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zghira,169
598,SS Mohamed Choukri,DOUAR AZZABA COMMUNE ZGHIRA,Zghira,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zghira,169
599,SS ABD RAHMAN ALDAKHIL,DOUAR MASTITEF COMMUNE ZGHIRA,Zghira,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zghira,169
600,SS SIDI ALLAL ZGHARI,DOUAR SIDI ALLAL ZGHARI COMMUNE TEROUAL,Teroual,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,teroual,168
601,SS IBN ZAYDOUNE,DOUAR KHIR BENNAINE COMMUNE SIDI AHMED CHERIF,Sidi Ahmed Cherif,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi ahmed cherif,172
602,SS TAHA HOUSEINE,DOUAR SEDERYENE  COMMUNE SIDI AHMED CHERIF,Sidi Ahmed Cherif,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi ahmed cherif,172
603,SS SIDI BOUZITOUNE,DOUAR SIDI BOUZITOUNE COMMUNE SIDI AHMED CHERIF,Sidi Ahmed Cherif,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi ahmed cherif,172
604,SS Al-Khwarizmi,CENTRE  SIDI BOUSBER,Sidi Bousber,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi bousber,173
605,SS Tariq ibn Ziyad,DOUAR MAHLIL COMMUNE SIDI BOUSBER,Sidi Bousber,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi bousber,173
606,SS SIDI SOUFI,DOUAR SIDI SOUFI COMMUNE SIDI BOUSBER,Sidi Bousber,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,sidi bousber,173
607,ECOLE PRIMAIRE HAFSA OUM  ALMOUMININE,HAY MARCHAN RUE EL KORTOBI COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
608,ECOLE PRIMAIRE KHANSAA,HAY MARCHAN AVMOHAMED HAJ TAZI COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
609,ECOLE PRIMAIRE ABDELLAH GUENNOUN,45 RUE KACEM GUENOUN COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
610,ECOLE PRIMAIRE FATIMA FIHRIA,RUE BEN ABOU N18 KASBAH COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
611,ECOLE PRIMAIRE OKBA IBN NAFIE,AVENUE MABARRA N54 COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
612,ECOLE PRIMAIRE HASSAN PREMIER,AVENUE HASSAN PREMIER nO 50 COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
613,ECOLE PRIMAIRE HASSAN HOSSARI,48 AVENUE SALAH EDINE AYOUBI COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
614,ECOLE PRIMAIRE IBN ZAIDOUN,RUE DES AMOUREUX COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
615,ECOLE PRIMAIRE KADI AYAD,TARIK EL JABAL DRADEB COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
616,ECOLE PRIMAIRE SOUKAINA,TARIK EL JABAL DRADEB COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
617,ECOLE PRIMAIRE 9 AVRIL,RUE BANAFSAJ COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
618,ECOLE PRIMAIRE IBNOU ACHIR,RUE JAMAA MEKRAA COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
619,ECOLE PRIMAIRE ABDERRAHMAN ANEGAY,AVSIDI MOHAMED BEN ABDELLAH COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
620,ECOLE PRIMAIRE AHMED CHAOUKI,AV LA RESISTANCE PLACE AFRIQUE ,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
621,ECOLE PRIMAIRE MOUJAHIDIN,RUE MOUJAHIDIN COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
622,ECOLE PRIMAIRE MOUAD IBN JABAL,quartier MESNANA ROUTE ZIATEN COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
623,ECOLE PRIMAIRE MOUSSA BEN NOUSSAIR,HAY ANDALOUS COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
624,ECOLE PRIMAIRE BADRIOUINE ,DOUAR BADRIOUINE COMMUNE gzenaya,Gueznaia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,gueznaia,36
625,ECOLE PRIMAIRE OUM AYMAN,RUE RKAINA N6 COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
626,ECOLE PRIMAIRE MOHAMED HASSAN EL OUAZANI,RUE OUED ZIZ CASTILLA COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
627,ECOLE PRIMAIRE JOULANE,NOUVEAU QUARTIER COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
628,ECOLE PRIMAIRE RABIA EL ADAOUIA,NOUVEAU QUARTIER COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
629,ECOLE PRIMAIRE YOUSSEF IBN TACHFINE,NOUVEAU QUARTIER COMMUNE CHARF Souani,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
630,ECOLE PRIMAIRE MOULAY ABDESSALAM,IBN BATOTA AV FAYSAL IBN ABDELAZIZ COMMUNE CHARF S,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
631,ECOLE PRIMAIRE AL KODS ,19 avenue Ibn ardoune hay jadid COMMUNE SOUANI,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
632,ECOLE PRIMAIRE KHADIJA OUM MOUMININE,AVENUE MOULAY SLIMAN COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
633,ECOLE PRIMAIRE OUELADA,PLACE TAFILALT R OUIDA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
634,ECOLE PRIMAIRE EL BOUGHAZ,AVABDELAZIZ BENCHEKROUN BOUGHAZ COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
635,ECOLE PRIMAIRE SIJILMASSA,AVENUE MOULAY SLIMAN HAY RODA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
636,ECOLE PRIMAIRE IBNOU HAZM,HAY BOUHOUT COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
637,ECOLE PRIMAIRE AL ADARISSA,BOUHOUT rue masoudi  COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
638,ECOLE PRIMAIRE KACEM BEN IDRISS,QUARTIER IDRISSIA 2 COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
639,ECOLE PRIMAIRE IMAM EL GHAZALI, BELLE VUE RUE SAIDENA HAMZA COMMUNE MGHOGHA TANGE,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
640,ECOLE PRIMAIRE IDRISS PREMIER,HAY TANJAH BALIA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
641,ECOLE PRIMAIRE CHAHID MOHAMED ZERKTOUNI,PLACA DE TORRO COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
642,ECOLE PRIMAIRE SIDI AHMED BEN AJIBA,GRANDE MGHOUGHA COMMUNE CHARF mghougha,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
643,ECOLE PRIMAIRE CHRIF MOHAMED AMEZIANE,SANIA JADIDA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
644,ECOLE PRIMAIRE MEHDI IBN TOUMERT,avenue abou chama LOTISSEMENT DAOULA Beni makada,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
645,ECOLE PRIMAIRE SALAH EDDINE AYOUBI,HAY BENKIRANE COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
646,ECOLE PRIMAIRE EL WAHA,M GHOUGHA SGHIRA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
647,ECOLE PRIMAIRE AL IRCHAD,RUE FEKIH KERDOUDI HAY BENKIRANE COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
648,ECOLE PRIMAIRE FATIMA ZAHRA,QUARTIER BRANES 1 COMMUNE CHARF SOUANI RUE IBN LFA,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
649,ECOLE PRIMAIRE OMAR IBN AL KHATTAB,QUARTIER BEN DIBANE COMMUNE BNI MAKADA,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
650,ECOLE PRIMAIRE ABI HAYYAN ATTAWHIDI,QUARTIER OUARDA BEN DIBANE COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
651,ECOLE PRIMAIRE DAKHLA,QUARTIER BEN DIBANE COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
652,ECOLE PRIMAIRE ANNASR,Lotissement oumnia  BEN DIBANE  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
653,ECOLE PRIMAIRE MALIK IBN ANASS,QUARTIER JIRARI RUE 1 COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
654,ECOLE PRIMAIRE 6 NOVEMBRE,QUARTIER JIRARI 2 COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
655,ECOLE PRIMAIRE 20 AOUT,QUARTIER  BIR CHIFA  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
656,ECOLE PRIMAIRE ATTABARANI,QUARTIER BIR CHIFA COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
