indicateur_id,nom_indicateur,theme,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,unite
207,Tuber-culose,health,health_sante_27_maladies_sous_surveillance_dans_les_formatio,long,valeur,Tuber-culose,territoire_id,
208,Tétanos,health,health_sante_27_maladies_sous_surveillance_dans_les_formatio,long,valeur,Tétanos,territoire_id,
209,Femmes de 15 à 49 ans - Ensemble,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 15 à 49 ans - Ensemble,territoire_id,
210,Femmes de 15 à 49 ans - Rural,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 15 à 49 ans - Rural,territoire_id,
211,Femmes de 15 à 49 ans - Urbain,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 15 à 49 ans - Urbain,territoire_id,
212,Femmes de 30 à 49 ans - Ensemble,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 30 à 49 ans - Ensemble,territoire_id,
213,Femmes de 30 à 49 ans - Rural,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 30 à 49 ans - Rural,territoire_id,
214,Femmes de 30 à 49 ans - Urbain,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 30 à 49 ans - Urbain,territoire_id,
215,Femmes de 40 à 69 ans - Ensemble,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 40 à 69 ans - Ensemble,territoire_id,
216,Femmes de 40 à 69 ans - Rural,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 40 à 69 ans - Rural,territoire_id,
217,Femmes de 40 à 69 ans - Urbain,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes de 40 à 69 ans - Urbain,territoire_id,
218,Femmes mariées de 15 à 49 ans - Ensemble,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes mariées de 15 à 49 ans - Ensemble,territoire_id,
219,Femmes mariées de 15 à 49 ans - Rural,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes mariées de 15 à 49 ans - Rural,territoire_id,
220,Femmes mariées de 15 à 49 ans - Urbain,health,health_sante_2_repartition_des_populations_feminines_cibles_,long,valeur,Femmes mariées de 15 à 49 ans - Urbain,territoire_id,
221,cdtmr_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,cdtmr_total,territoire_id,
222,crsr_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,crsr_total,territoire_id,
223,essp_csr1,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_csr1,territoire_id,
224,essp_csr2,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_csr2,territoire_id,
225,essp_csu1,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_csu1,territoire_id,
226,essp_csu2,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_csu2,territoire_id,
227,essp_dr,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_dr,territoire_id,
228,essp_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_total,territoire_id,
229,essp_total_global,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_total_global,territoire_id,
230,essp_urbain_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,essp_urbain_total,territoire_id,
231,lsp_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,lsp_total,territoire_id,
232,structures_appui_total,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,structures_appui_total,territoire_id,
233,total_general,health,health_sante_3_repartition_des_essp_par_region_par_provincep,long,valeur,total_general,territoire_id,
234,centre_hemodialyse,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,centre_hemodialyse,territoire_id,
235,centre_oncologie,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,centre_oncologie,territoire_id,
236,centre_transfusion,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,centre_transfusion,territoire_id,
237,clinique_jour,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,clinique_jour,territoire_id,
238,hopital_inter_regional,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_inter_regional,territoire_id,
239,hopital_provincial,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_provincial,territoire_id,
240,hopital_proximite,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_proximite,territoire_id,
241,hopital_psy_provincial,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_psy_provincial,territoire_id,
242,hopital_regional,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_regional,territoire_id,
243,hopital_regional_psy,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,hopital_regional_psy,territoire_id,
244,psy_universitaire,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,psy_universitaire,territoire_id,
245,total_general,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,total_general,territoire_id,
246,total_hospital,health,health_sante_4_repartition_des_hopitaux_par_region_par_provi,long,valeur,total_hospital,territoire_id,
247,centres_addictologie,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,centres_addictologie,territoire_id,
248,centres_appareillage,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,centres_appareillage,territoire_id,
249,centres_medico_universitaires,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,centres_medico_universitaires,territoire_id,
250,centres_reeducation,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,centres_reeducation,territoire_id,
251,espace_sante_jeunes,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,espace_sante_jeunes,territoire_id,
252,total_general,health,health_sante_5_repartition_des_structures_de_rems_par_region,long,valeur,total_general,territoire_id,
253,nombre_samu,health,health_sante_6_repartition_des_structures_de_risum_par_regio,long,valeur,nombre_samu,territoire_id,
254,ump_mtsb,health,health_sante_6_repartition_des_structures_de_risum_par_regio,long,valeur,ump_mtsb,territoire_id,
255,ump_smur,health,health_sante_6_repartition_des_structures_de_risum_par_regio,long,valeur,ump_smur,territoire_id,
256,ump_total,health,health_sante_6_repartition_des_structures_de_risum_par_regio,long,valeur,ump_total,territoire_id,
257,Cliniques Privées à but lucratif - Nombre de cliniques,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Cliniques Privées à but lucratif - Nombre de cliniques,territoire_id,
258,Cliniques Privées à but lucratif - Nombre de lits,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Cliniques Privées à but lucratif - Nombre de lits,territoire_id,
259,Cliniques Privées à but non lucratif - Nombre de cliniques,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Cliniques Privées à but non lucratif - Nombre de cliniques,territoire_id,
260,Cliniques Privées à but non lucratif - Nombre de lits,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Cliniques Privées à but non lucratif - Nombre de lits,territoire_id,
261,Total - Nombre de cliniques,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Total - Nombre de cliniques,territoire_id,
262,Total - Nombre de lits,health,health_sante_7_repartition_des_types_de_cliniques_privees_pa,long,valeur,Total - Nombre de lits,territoire_id,
263,Médecins généralistes,health,health_sante_8_medecins_prives_par_province_ou_prefecture_pr,long,valeur,Médecins généralistes,territoire_id,
264,Médecins spécialistes,health,health_sante_8_medecins_prives_par_province_ou_prefecture_pr,long,valeur,Médecins spécialistes,territoire_id,
265,Chirurgiens dentistes par province (ou préfecture) : Public,health,health_sante_9_medecins_prives_par_province_ou_prefecture_pr,long,valeur,Chirurgiens dentistes par province (ou préfecture) : Public,territoire_id,
266,nombre_abonnes,infrastructure,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,nombre_abonnes,territoire_id,
267,production,infrastructure,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,production,territoire_id,
268,ventes_abonnes,infrastructure,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,ventes_abonnes,territoire_id,
269,ventes_regies_concessions,infrastructure,infrastructure_cleaned_activit_de_l_office_national_d_electr,long,valeur,ventes_regies_concessions,territoire_id,
270,Bonne Qualité 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2021,territoire_id,
271,Bonne Qualité 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2022,territoire_id,
272,Bonne Qualité 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2023,territoire_id,
273,Bonne Qualité 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Bonne Qualité 2024,territoire_id,
274,Execellante Qaulité 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2021,territoire_id,
275,Execellante Qaulité 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2022,territoire_id,
276,Execellante Qaulité 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2023,territoire_id,
277,Execellante Qaulité 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Execellante Qaulité 2024,territoire_id,
278,Qualité Suffisante 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2021,territoire_id,
279,Qualité Suffisante 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2022,territoire_id,
280,Qualité Suffisante 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2023,territoire_id,
281,Qualité Suffisante 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité Suffisante 2024,territoire_id,
282,Qualité insuffisante 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2021,territoire_id,
283,Qualité insuffisante 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2022,territoire_id,
284,Qualité insuffisante 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2023,territoire_id,
285,Qualité insuffisante 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Qualité insuffisante 2024,territoire_id,
286,Total 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2021,territoire_id,
287,Total 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2022,territoire_id,
288,Total 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2023,territoire_id,
289,Total 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg,long,valeur,Total 2024,territoire_id,
290,nbre_prelevements_2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2021,territoire_id,
291,nbre_prelevements_2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2022,territoire_id,
292,nbre_prelevements_2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2023,territoire_id,
293,nbre_prelevements_2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2024,territoire_id,
294,nbre_stations_2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2021,territoire_id,
295,nbre_stations_2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2022,territoire_id,
296,nbre_stations_2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2023,territoire_id,
297,nbre_stations_2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2024,territoire_id,
298,plages_evolution_total 2021,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2021,territoire_id,
299,plages_evolution_total 2022,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2022,territoire_id,
300,plages_evolution_total 2023,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2023,territoire_id,
301,plages_evolution_total 2024,infrastructure,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2024,territoire_id,
302,total_general,infrastructure,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,total_general,territoire_id,
303,trafic_commercial,infrastructure,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_commercial,territoire_id,
304,trafic_non_commercial,infrastructure,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_non_commercial,territoire_id,
305,routes_nationales_dont_revetues_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_dont_revetues_km,territoire_id,
306,routes_nationales_total_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_total_km,territoire_id,
307,routes_provinciales_dont_revetues_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_dont_revetues_km,territoire_id,
308,routes_provinciales_total_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_total_km,territoire_id,
309,routes_regionales_dont_revetues_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_dont_revetues_km,territoire_id,
310,routes_regionales_total_km,infrastructure,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_total_km,territoire_id,
311,autoroutes_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,autoroutes_km,territoire_id,
312,niveau_fragilite_transport,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,niveau_fragilite_transport,territoire_id,
313,part_autoroute_pct_du_reseau,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,part_autoroute_pct_du_reseau,territoire_id,
314,part_routes_provinciales_pct,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,part_routes_provinciales_pct,territoire_id,
315,reseau_revetu_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,reseau_revetu_km,territoire_id,
316,reseau_total_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,reseau_total_km,territoire_id,
317,routes_nationales_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_nationales_km,territoire_id,
318,routes_provinciales_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_provinciales_km,territoire_id,
319,routes_regionales_km,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_regionales_km,territoire_id,
320,score_fragilite_transport,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,score_fragilite_transport,territoire_id,
321,taux_revetement_pct,infrastructure,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,taux_revetement_pct,territoire_id,
322,electricite_ventes_distributeur_2022,infrastructure,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2022,territoire_id,
323,electricite_ventes_distributeur_2023,infrastructure,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2023,territoire_id,
324,electricite_ventes_distributeur_2024,infrastructure,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2024,territoire_id,
325,electricite_ventes_provinces_2022,infrastructure,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2022,territoire_id,
326,electricite_ventes_provinces_2023,infrastructure,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2023,territoire_id,
327,electricite_ventes_provinces_2024,infrastructure,infrastructure_electricite_ventes_provinces_electricite_vent,long,valeur,electricite_ventes_provinces_2024,territoire_id,
328,Niveau d'études de la population âgée de 25 ans et plus (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Niveau d'études de la population âgée de 25 ans et plus (%),territoire_id,
329,Nombre moyen d'années d'études dans l'enseignement général,socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Nombre moyen d'années d'études dans l'enseignement général,territoire_id,
330,Population alphabète de 10 ans et plus,socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population alphabète de 10 ans et plus,territoire_id,
331,Population de 10 ans et plus,socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 10 ans et plus,territoire_id,
332,Population de 15 ans et plus,socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 15 ans et plus,territoire_id,
333,Population de 7-12 ans,socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 7-12 ans,territoire_id,
334,Taux d'analphabétisme des 10 ans et plus (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 10 ans et plus (%),territoire_id,
335,Taux d'analphabétisme des 15 ans et plus (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 15 ans et plus (%),territoire_id,
336,Taux d'analphabétisme selon les groupes d’âges (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme selon les groupes d’âges (%),territoire_id,
337,Taux de scolarisation des 12-17 ans en 2023/2024 (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 12-17 ans en 2023/2024 (%),territoire_id,
338,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),territoire_id,
339,Taux de scolarisation des 6- 11 ans en 2023/2024 (%),socio_economic,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 6- 11 ans en 2023/2024 (%),territoire_id,
340,50 ans et plus,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,50 ans et plus,territoire_id,%
341,Appartement,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Appartement,territoire_id,%
342,Autres,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Autres,territoire_id,%
343,Autres type,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Autres type,territoire_id,%
344,"Béton armé, briques avec mortier",socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,"Béton armé, briques avec mortier",territoire_id,%
345,Dalle,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Dalle,territoire_id,%
346,De 20 à moins de 50 ans,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,De 20 à moins de 50 ans,territoire_id,%
347,Logement en type rural,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Logement en type rural,territoire_id,%
348,Logement occupé,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Logement occupé,territoire_id,%
349,Logement secondaire/saisonnier,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Logement secondaire/saisonnier,territoire_id,%
350,Logement vacants,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Logement vacants,territoire_id,%
351,Maison marocaine moderne,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Maison marocaine moderne,territoire_id,%
352,Maison marocaine traditionnelle,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Maison marocaine traditionnelle,territoire_id,%
353,Maison sommaire ou bidonville,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Maison sommaire ou bidonville,territoire_id,%
354,Moins de 20 ans,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Moins de 20 ans,territoire_id,%
355,Pierre agglomérée avec mortier,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Pierre agglomérée avec mortier,territoire_id,%
356,"Planches, bois ou tuiles",socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,"Planches, bois ou tuiles",territoire_id,%
357,Réseau public d'assainissement,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Réseau public d'assainissement,territoire_id,%
358,Réseau public d'eau,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Réseau public d'eau,territoire_id,%
359,Réseau public d'électricité,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Réseau public d'électricité,territoire_id,%
360,Taux de déficit quantitatif en logement (%),socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Taux de déficit quantitatif en logement (%),territoire_id,%
361,Total des logements urbains,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Total des logements urbains,territoire_id,logements
362,Total logement non occupé,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Total logement non occupé,territoire_id,%
363,Total non précaire,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Total non précaire,territoire_id,%
364,Total précaire,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Total précaire,territoire_id,%
365,Tôle en ciment ou en zinc,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Tôle en ciment ou en zinc,territoire_id,%
366,Villa ou niveau de villa,socio_economic,socio_economic_conditions_habitat_habitat_conditions_combine,long,valeur,Villa ou niveau de villa,territoire_id,%
367,internet_utilisation_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,internet_utilisation_pct_5ansplus,territoire_id,
368,ordinateur_personnel_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,ordinateur_personnel_pct_5ansplus,territoire_id,
369,telephone_mobile_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,
370,ordinateur_personnel_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_provinces_2024,large,ordinateur_personnel_pct_5ansplus,,territoire_id,
371,internet_utilisation_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_provinces_2024,large,internet_utilisation_pct_5ansplus,,territoire_id,
372,telephone_mobile_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_provinces_2024,large,telephone_mobile_pct_5ansplus,,territoire_id,
373,internet_utilisation_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,internet_utilisation_pct_5ansplus,territoire_id,
374,ordinateur_personnel_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,ordinateur_personnel_pct_5ansplus,territoire_id,
375,telephone_mobile_pct_5ansplus,socio_economic,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,
376,Langues locales utilisées (non exclusives) (%) - Darija,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Darija,territoire_id,
377,Langues locales utilisées (non exclusives) (%) - Hassania,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Hassania,territoire_id,
378,Langues locales utilisées (non exclusives) (%) - Tachelhit,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tachelhit,territoire_id,
379,Langues locales utilisées (non exclusives) (%) - Tamazight,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tamazight,territoire_id,
380,Langues locales utilisées (non exclusives) (%) - Tarifit,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tarifit,territoire_id,
381,Population active de 15 ans et plus,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active de 15 ans et plus,territoire_id,
382,Population active occupée de 15 ans et plus,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active occupée de 15 ans et plus,territoire_id,
383,Population inactive de 15 ans et plus,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population inactive de 15 ans et plus,territoire_id,
384,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,territoire_id,
385,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,territoire_id,
386,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,territoire_id,
387,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,territoire_id,
388,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,territoire_id,
389,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,territoire_id,
390,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,territoire_id,
391,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,territoire_id,
392,Taux d'activité des 15 ans et plus (%),socio_economic,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux d'activité des 15 ans et plus (%),territoire_id,
