territoire_id,nom,indicateur,valeur,theme,unite,indicateur_id
154,Commune de Tanaqoub,Nombre d'établissements qualifiant,1,education,nombre,121
34,Commune de Tanger,Nombre d'établissements collegial,0,education,nombre,119
34,Commune de Tanger,Nombre d'établissements primaire,0,education,nombre,120
34,Commune de Tanger,Nombre d'établissements qualifiant,0,education,nombre,121
102,Commune de Targuist,Nombre d'établissements collegial,2,education,nombre,119
102,Commune de Targuist,Nombre d'établissements primaire,3,education,nombre,120
102,Commune de Targuist,Nombre d'établissements qualifiant,2,education,nombre,121
161,Commune de Tassift,Nombre d'établissements collegial,1,education,nombre,119
161,Commune de Tassift,Nombre d'établissements primaire,3,education,nombre,120
161,Commune de Tassift,Nombre d'établissements qualifiant,0,education,nombre,121
86,Commune de Tatoft,Nombre d'établissements collegial,1,education,nombre,119
86,Commune de Tatoft,Nombre d'établissements primaire,3,education,nombre,120
86,Commune de Tatoft,Nombre d'établissements qualifiant,0,education,nombre,121
89,Commune de Tazroute,Nombre d'établissements collegial,0,education,nombre,119
89,Commune de Tazroute,Nombre d'établissements primaire,2,education,nombre,120
89,Commune de Tazroute,Nombre d'établissements qualifiant,0,education,nombre,121
168,Commune de Teroual,Nombre d'établissements collegial,1,education,nombre,119
168,Commune de Teroual,Nombre d'établissements primaire,3,education,nombre,120
168,Commune de Teroual,Nombre d'établissements qualifiant,1,education,nombre,121
110,Commune de Tifarouine,Nombre d'établissements collegial,1,education,nombre,119
110,Commune de Tifarouine,Nombre d'établissements primaire,3,education,nombre,120
110,Commune de Tifarouine,Nombre d'établissements qualifiant,0,education,nombre,121
160,Commune de Tizgane,Nombre d'établissements collegial,1,education,nombre,119
160,Commune de Tizgane,Nombre d'établissements primaire,3,education,nombre,120
160,Commune de Tizgane,Nombre d'établissements qualifiant,1,education,nombre,121
51,Commune de Tétouan,Nombre d'établissements collegial,23,education,nombre,119
51,Commune de Tétouan,Nombre d'établissements primaire,51,education,nombre,120
51,Commune de Tétouan,Nombre d'établissements qualifiant,16,education,nombre,121
92,Commune de Zaaroura,Nombre d'établissements collegial,1,education,nombre,119
92,Commune de Zaaroura,Nombre d'établissements primaire,5,education,nombre,120
92,Commune de Zaaroura,Nombre d'établissements qualifiant,0,education,nombre,121
70,Commune de Zaitoune,Nombre d'établissements collegial,1,education,nombre,119
70,Commune de Zaitoune,Nombre d'établissements primaire,4,education,nombre,120
70,Commune de Zaitoune,Nombre d'établissements qualifiant,1,education,nombre,121
115,Commune de Zaouiat Sidi Abdelkader,Nombre d'établissements collegial,1,education,nombre,119
115,Commune de Zaouiat Sidi Abdelkader,Nombre d'établissements primaire,3,education,nombre,120
115,Commune de Zaouiat Sidi Abdelkader,Nombre d'établissements qualifiant,0,education,nombre,121
72,Commune de Zaouiat Sidi Kacem,Nombre d'établissements collegial,1,education,nombre,119
72,Commune de Zaouiat Sidi Kacem,Nombre d'établissements primaire,6,education,nombre,120
72,Commune de Zaouiat Sidi Kacem,Nombre d'établissements qualifiant,0,education,nombre,121
124,Commune de Zarkt,Nombre d'établissements collegial,1,education,nombre,119
124,Commune de Zarkt,Nombre d'établissements primaire,2,education,nombre,120
124,Commune de Zarkt,Nombre d'établissements qualifiant,0,education,nombre,121
169,Commune de Zghira,Nombre d'établissements collegial,1,education,nombre,119
169,Commune de Zghira,Nombre d'établissements primaire,3,education,nombre,120
169,Commune de Zghira,Nombre d'établissements qualifiant,1,education,nombre,121
68,Commune de Zinat,Nombre d'établissements collegial,1,education,nombre,119
68,Commune de Zinat,Nombre d'établissements primaire,2,education,nombre,120
68,Commune de Zinat,Nombre d'établissements qualifiant,0,education,nombre,121
83,Commune de Zouada,Nombre d'établissements collegial,1,education,nombre,119
83,Commune de Zouada,Nombre d'établissements primaire,6,education,nombre,120
83,Commune de Zouada,Nombre d'établissements qualifiant,0,education,nombre,121
179,Commune de Zoumi,Nombre d'établissements collegial,2,education,nombre,119
179,Commune de Zoumi,Nombre d'établissements primaire,13,education,nombre,120
179,Commune de Zoumi,Nombre d'établissements qualifiant,1,education,nombre,121
