code_geo,collectivite,sexe,indicateur,valeur,fk_territoire,territoire_id,indicateur_id
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,19.5,fahs anjra,75.0,389
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,9.9,fahs anjra,75.0,391
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,66.0,fahs anjra,75.0,390
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,0.9,fahs anjra,75.0,384
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.3,fahs anjra,75.0,385
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.1,fahs anjra,75.0,387
12270505.0,Commune de Ksar Sghir,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.8,fahs anjra,75.0,386
12270505.0,Commune de Ksar Sghir,Féminin,Taux de prévalence du handicap (%),4.1,fahs anjra,75.0,394
12270505.0,Commune de Ksar Sghir,Féminin,Langues locales utilisées (non exclusives) (%) - Darija,99.2,fahs anjra,75.0,376
12270505.0,Commune de Ksar Sghir,Féminin,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.0,fahs anjra,75.0,378
12270505.0,Commune de Ksar Sghir,Féminin,Langues locales utilisées (non exclusives) (%) - Tamazight,1.3,fahs anjra,75.0,379
12270505.0,Commune de Ksar Sghir,Féminin,Langues locales utilisées (non exclusives) (%) - Tarifit,1.4,fahs anjra,75.0,380
12270505.0,Commune de Ksar Sghir,Féminin,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,75.0,377
12270505.0,Commune de Ksar Sghir,Féminin,Population active de 15 ans et plus,644.0,fahs anjra,75.0,381
12270505.0,Commune de Ksar Sghir,Féminin,Population inactive de 15 ans et plus,4934.0,fahs anjra,75.0,383
12270505.0,Commune de Ksar Sghir,Féminin,Taux d'activité des 15 ans et plus (%),11.5,fahs anjra,75.0,392
12270505.0,Commune de Ksar Sghir,Féminin,Taux de chômage (%),20.3,fahs anjra,75.0,393
12270505.0,Commune de Ksar Sghir,Féminin,Population active occupée de 15 ans et plus,513.0,fahs anjra,75.0,382
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,1.5,fahs anjra,75.0,388
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,20.2,fahs anjra,75.0,389
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,19.1,fahs anjra,75.0,391
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,56.5,fahs anjra,75.0,390
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,0.0,fahs anjra,75.0,384
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.0,fahs anjra,75.0,385
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,2.7,fahs anjra,75.0,387
12270505.0,Commune de Ksar Sghir,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.0,fahs anjra,75.0,386
122703.0,Cercle d'Anjra,Ensemble,Taux de prévalence du handicap (%),5.4,fahs anjra,15.0,394
122703.0,Cercle d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Darija,99.1,fahs anjra,15.0,376
122703.0,Cercle d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tachelhit,0.9,fahs anjra,15.0,378
122703.0,Cercle d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tamazight,0.5,fahs anjra,15.0,379
122703.0,Cercle d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tarifit,0.6,fahs anjra,15.0,380
122703.0,Cercle d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Hassania,0.1,fahs anjra,15.0,377
122703.0,Cercle d'Anjra,Ensemble,Population active de 15 ans et plus,16260.0,fahs anjra,15.0,381
122703.0,Cercle d'Anjra,Ensemble,Population inactive de 15 ans et plus,18639.0,fahs anjra,15.0,383
122703.0,Cercle d'Anjra,Ensemble,Taux d'activité des 15 ans et plus (%),46.6,fahs anjra,15.0,392
122703.0,Cercle d'Anjra,Ensemble,Taux de chômage (%),16.3,fahs anjra,15.0,393
122703.0,Cercle d'Anjra,Ensemble,Population active occupée de 15 ans et plus,13612.0,fahs anjra,15.0,382
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.6,fahs anjra,15.0,388
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,34.4,fahs anjra,15.0,389
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,6.6,fahs anjra,15.0,391
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,51.4,fahs anjra,15.0,390
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,4.0,fahs anjra,15.0,384
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.3,fahs anjra,15.0,385
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.7,fahs anjra,15.0,387
122703.0,Cercle d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,1.0,fahs anjra,15.0,386
122703.0,Cercle d'Anjra,Masculin,Taux de prévalence du handicap (%),5.5,fahs anjra,15.0,394
122703.0,Cercle d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Darija,99.2,fahs anjra,15.0,376
122703.0,Cercle d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.1,fahs anjra,15.0,378
122703.0,Cercle d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.7,fahs anjra,15.0,379
122703.0,Cercle d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tarifit,0.6,fahs anjra,15.0,380
122703.0,Cercle d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Hassania,0.1,fahs anjra,15.0,377
122703.0,Cercle d'Anjra,Masculin,Population active de 15 ans et plus,14111.0,fahs anjra,15.0,381
122703.0,Cercle d'Anjra,Masculin,Population inactive de 15 ans et plus,4166.0,fahs anjra,15.0,383
122703.0,Cercle d'Anjra,Masculin,Taux d'activité des 15 ans et plus (%),77.2,fahs anjra,15.0,392
122703.0,Cercle d'Anjra,Masculin,Taux de chômage (%),16.0,fahs anjra,15.0,393
122703.0,Cercle d'Anjra,Masculin,Population active occupée de 15 ans et plus,11852.0,fahs anjra,15.0,382
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.6,fahs anjra,15.0,388
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,33.6,fahs anjra,15.0,389
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,6.0,fahs anjra,15.0,391
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,54.6,fahs anjra,15.0,390
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,2.0,fahs anjra,15.0,384
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.3,fahs anjra,15.0,385
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.8,fahs anjra,15.0,387
122703.0,Cercle d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,1.0,fahs anjra,15.0,386
122703.0,Cercle d'Anjra,Féminin,Taux de prévalence du handicap (%),5.2,fahs anjra,15.0,394
122703.0,Cercle d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Darija,99.0,fahs anjra,15.0,376
122703.0,Cercle d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tachelhit,0.7,fahs anjra,15.0,378
122703.0,Cercle d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.3,fahs anjra,15.0,379
122703.0,Cercle d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tarifit,0.6,fahs anjra,15.0,380
122703.0,Cercle d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Hassania,0.1,fahs anjra,15.0,377
122703.0,Cercle d'Anjra,Féminin,Population active de 15 ans et plus,2148.0,fahs anjra,15.0,381
122703.0,Cercle d'Anjra,Féminin,Population inactive de 15 ans et plus,14474.0,fahs anjra,15.0,383
122703.0,Cercle d'Anjra,Féminin,Taux d'activité des 15 ans et plus (%),12.9,fahs anjra,15.0,392
122703.0,Cercle d'Anjra,Féminin,Taux de chômage (%),18.1,fahs anjra,15.0,393
122703.0,Cercle d'Anjra,Féminin,Population active occupée de 15 ans et plus,1760.0,fahs anjra,15.0,382
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.2,fahs anjra,15.0,388
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,40.1,fahs anjra,15.0,389
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,10.2,fahs anjra,15.0,391
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,29.9,fahs anjra,15.0,390
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,17.5,fahs anjra,15.0,384
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.1,fahs anjra,15.0,385
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.3,fahs anjra,15.0,387
122703.0,Cercle d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.7,fahs anjra,15.0,386
12270311.0,Commune de Jouamaa,Ensemble,Taux de prévalence du handicap (%),5.6,fahs anjra,76.0,394
12270311.0,Commune de Jouamaa,Ensemble,Langues locales utilisées (non exclusives) (%) - Darija,99.5,fahs anjra,76.0,376
12270311.0,Commune de Jouamaa,Ensemble,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.2,fahs anjra,76.0,378
12270311.0,Commune de Jouamaa,Ensemble,Langues locales utilisées (non exclusives) (%) - Tamazight,0.3,fahs anjra,76.0,379
12270311.0,Commune de Jouamaa,Ensemble,Langues locales utilisées (non exclusives) (%) - Tarifit,1.5,fahs anjra,76.0,380
12270311.0,Commune de Jouamaa,Ensemble,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,76.0,377
12270311.0,Commune de Jouamaa,Ensemble,Population active de 15 ans et plus,3398.0,fahs anjra,76.0,381
12270311.0,Commune de Jouamaa,Ensemble,Population inactive de 15 ans et plus,3395.0,fahs anjra,76.0,383
12270311.0,Commune de Jouamaa,Ensemble,Taux d'activité des 15 ans et plus (%),50.0,fahs anjra,76.0,392
12270311.0,Commune de Jouamaa,Ensemble,Taux de chômage (%),10.8,fahs anjra,76.0,393
12270311.0,Commune de Jouamaa,Ensemble,Population active occupée de 15 ans et plus,3031.0,fahs anjra,76.0,382
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.6,fahs anjra,76.0,388
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,22.7,fahs anjra,76.0,389
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,4.8,fahs anjra,76.0,391
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,61.5,fahs anjra,76.0,390
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,8.2,fahs anjra,76.0,384
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.4,fahs anjra,76.0,385
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.7,fahs anjra,76.0,387
12270311.0,Commune de Jouamaa,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.1,fahs anjra,76.0,386
12270311.0,Commune de Jouamaa,Masculin,Taux de prévalence du handicap (%),6.0,fahs anjra,76.0,394
12270311.0,Commune de Jouamaa,Masculin,Langues locales utilisées (non exclusives) (%) - Darija,99.6,fahs anjra,76.0,376
12270311.0,Commune de Jouamaa,Masculin,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.3,fahs anjra,76.0,378
12270311.0,Commune de Jouamaa,Masculin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.4,fahs anjra,76.0,379
12270311.0,Commune de Jouamaa,Masculin,Langues locales utilisées (non exclusives) (%) - Tarifit,1.5,fahs anjra,76.0,380
12270311.0,Commune de Jouamaa,Masculin,Langues locales utilisées (non exclusives) (%) - Hassania,0.1,fahs anjra,76.0,377
12270311.0,Commune de Jouamaa,Masculin,Population active de 15 ans et plus,2829.0,fahs anjra,76.0,381
12270311.0,Commune de Jouamaa,Masculin,Population inactive de 15 ans et plus,804.0,fahs anjra,76.0,383
12270311.0,Commune de Jouamaa,Masculin,Taux d'activité des 15 ans et plus (%),77.9,fahs anjra,76.0,392
12270311.0,Commune de Jouamaa,Masculin,Taux de chômage (%),10.6,fahs anjra,76.0,393
12270311.0,Commune de Jouamaa,Masculin,Population active occupée de 15 ans et plus,2528.0,fahs anjra,76.0,382
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.6,fahs anjra,76.0,388
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,24.6,fahs anjra,76.0,389
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,4.3,fahs anjra,76.0,391
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,66.5,fahs anjra,76.0,390
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,2.1,fahs anjra,76.0,384
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.5,fahs anjra,76.0,385
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,1.3,fahs anjra,76.0,387
12270311.0,Commune de Jouamaa,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.1,fahs anjra,76.0,386
12270311.0,Commune de Jouamaa,Féminin,Taux de prévalence du handicap (%),5.0,fahs anjra,76.0,394
12270311.0,Commune de Jouamaa,Féminin,Langues locales utilisées (non exclusives) (%) - Darija,99.4,fahs anjra,76.0,376
12270311.0,Commune de Jouamaa,Féminin,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.1,fahs anjra,76.0,378
12270311.0,Commune de Jouamaa,Féminin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.2,fahs anjra,76.0,379
12270311.0,Commune de Jouamaa,Féminin,Langues locales utilisées (non exclusives) (%) - Tarifit,1.4,fahs anjra,76.0,380
12270311.0,Commune de Jouamaa,Féminin,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,76.0,377
12270311.0,Commune de Jouamaa,Féminin,Population active de 15 ans et plus,569.0,fahs anjra,76.0,381
12270311.0,Commune de Jouamaa,Féminin,Population inactive de 15 ans et plus,2591.0,fahs anjra,76.0,383
12270311.0,Commune de Jouamaa,Féminin,Taux d'activité des 15 ans et plus (%),18.0,fahs anjra,76.0,392
12270311.0,Commune de Jouamaa,Féminin,Taux de chômage (%),11.6,fahs anjra,76.0,393
12270311.0,Commune de Jouamaa,Féminin,Population active occupée de 15 ans et plus,503.0,fahs anjra,76.0,382
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.6,fahs anjra,76.0,388
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,13.3,fahs anjra,76.0,389
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,7.0,fahs anjra,76.0,391
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,36.2,fahs anjra,76.0,390
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,39.0,fahs anjra,76.0,384
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.2,fahs anjra,76.0,385
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,3.8,fahs anjra,76.0,387
12270311.0,Commune de Jouamaa,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.0,fahs anjra,76.0,386
12270305.0,Commune d'Anjra,Ensemble,Taux de prévalence du handicap (%),5.7,fahs anjra,77.0,394
12270305.0,Commune d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Darija,98.8,fahs anjra,77.0,376
12270305.0,Commune d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tachelhit,0.3,fahs anjra,77.0,378
12270305.0,Commune d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tamazight,0.1,fahs anjra,77.0,379
12270305.0,Commune d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tarifit,0.1,fahs anjra,77.0,380
12270305.0,Commune d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,77.0,377
12270305.0,Commune d'Anjra,Ensemble,Population active de 15 ans et plus,5585.0,fahs anjra,77.0,381
12270305.0,Commune d'Anjra,Ensemble,Population inactive de 15 ans et plus,6633.0,fahs anjra,77.0,383
12270305.0,Commune d'Anjra,Ensemble,Taux d'activité des 15 ans et plus (%),45.7,fahs anjra,77.0,392
12270305.0,Commune d'Anjra,Ensemble,Taux de chômage (%),20.7,fahs anjra,77.0,393
12270305.0,Commune d'Anjra,Ensemble,Population active occupée de 15 ans et plus,4432.0,fahs anjra,77.0,382
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.4,fahs anjra,77.0,388
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,53.4,fahs anjra,77.0,389
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,8.5,fahs anjra,77.0,391
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,33.1,fahs anjra,77.0,390
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,3.4,fahs anjra,77.0,384
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.6,fahs anjra,77.0,385
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,0.5,fahs anjra,77.0,387
12270305.0,Commune d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.1,fahs anjra,77.0,386
12270305.0,Commune d'Anjra,Masculin,Taux de prévalence du handicap (%),5.7,fahs anjra,77.0,394
12270305.0,Commune d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Darija,99.0,fahs anjra,77.0,376
12270305.0,Commune d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tachelhit,0.3,fahs anjra,77.0,378
12270305.0,Commune d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.2,fahs anjra,77.0,379
12270305.0,Commune d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Tarifit,0.2,fahs anjra,77.0,380
12270305.0,Commune d'Anjra,Masculin,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,77.0,377
12270305.0,Commune d'Anjra,Masculin,Population active de 15 ans et plus,4798.0,fahs anjra,77.0,381
12270305.0,Commune d'Anjra,Masculin,Population inactive de 15 ans et plus,1477.0,fahs anjra,77.0,383
12270305.0,Commune d'Anjra,Masculin,Taux d'activité des 15 ans et plus (%),76.5,fahs anjra,77.0,392
12270305.0,Commune d'Anjra,Masculin,Taux de chômage (%),21.3,fahs anjra,77.0,393
12270305.0,Commune d'Anjra,Masculin,Population active occupée de 15 ans et plus,3775.0,fahs anjra,77.0,382
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.5,fahs anjra,77.0,388
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,53.1,fahs anjra,77.0,389
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,8.1,fahs anjra,77.0,391
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,35.4,fahs anjra,77.0,390
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,1.6,fahs anjra,77.0,384
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.7,fahs anjra,77.0,385
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,0.5,fahs anjra,77.0,387
12270305.0,Commune d'Anjra,Masculin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.1,fahs anjra,77.0,386
12270305.0,Commune d'Anjra,Féminin,Taux de prévalence du handicap (%),5.6,fahs anjra,77.0,394
12270305.0,Commune d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Darija,98.7,fahs anjra,77.0,376
12270305.0,Commune d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tachelhit,0.3,fahs anjra,77.0,378
12270305.0,Commune d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tamazight,0.1,fahs anjra,77.0,379
12270305.0,Commune d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Tarifit,0.1,fahs anjra,77.0,380
12270305.0,Commune d'Anjra,Féminin,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,77.0,377
12270305.0,Commune d'Anjra,Féminin,Population active de 15 ans et plus,787.0,fahs anjra,77.0,381
12270305.0,Commune d'Anjra,Féminin,Population inactive de 15 ans et plus,5156.0,fahs anjra,77.0,383
12270305.0,Commune d'Anjra,Féminin,Taux d'activité des 15 ans et plus (%),13.2,fahs anjra,77.0,392
12270305.0,Commune d'Anjra,Féminin,Taux de chômage (%),16.6,fahs anjra,77.0,393
12270305.0,Commune d'Anjra,Féminin,Population active occupée de 15 ans et plus,656.0,fahs anjra,77.0,382
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,0.2,fahs anjra,77.0,388
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,55.3,fahs anjra,77.0,389
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,10.4,fahs anjra,77.0,391
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,20.4,fahs anjra,77.0,390
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,13.8,fahs anjra,77.0,384
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,0.0,fahs anjra,77.0,385
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,0.0,fahs anjra,77.0,387
12270305.0,Commune d'Anjra,Féminin,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,0.0,fahs anjra,77.0,386
122703053.0,dont le centre urbain d'Anjra,Ensemble,Taux de prévalence du handicap (%),4.5,fahs anjra,188.0,394
122703053.0,dont le centre urbain d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Darija,99.6,fahs anjra,188.0,376
122703053.0,dont le centre urbain d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tachelhit,1.2,fahs anjra,188.0,378
122703053.0,dont le centre urbain d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tamazight,0.2,fahs anjra,188.0,379
122703053.0,dont le centre urbain d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Tarifit,0.4,fahs anjra,188.0,380
122703053.0,dont le centre urbain d'Anjra,Ensemble,Langues locales utilisées (non exclusives) (%) - Hassania,0.0,fahs anjra,188.0,377
122703053.0,dont le centre urbain d'Anjra,Ensemble,Population active de 15 ans et plus,1243.0,fahs anjra,188.0,381
122703053.0,dont le centre urbain d'Anjra,Ensemble,Population inactive de 15 ans et plus,1351.0,fahs anjra,188.0,383
122703053.0,dont le centre urbain d'Anjra,Ensemble,Taux d'activité des 15 ans et plus (%),47.9,fahs anjra,188.0,392
122703053.0,dont le centre urbain d'Anjra,Ensemble,Taux de chômage (%),28.6,fahs anjra,188.0,393
122703053.0,dont le centre urbain d'Anjra,Ensemble,Population active occupée de 15 ans et plus,888.0,fahs anjra,188.0,382
122703053.0,dont le centre urbain d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,2.1,fahs anjra,188.0,388
122703053.0,dont le centre urbain d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,42.0,fahs anjra,188.0,389
122703053.0,dont le centre urbain d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,17.7,fahs anjra,188.0,391
122703053.0,dont le centre urbain d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,35.4,fahs anjra,188.0,390
122703053.0,dont le centre urbain d'Anjra,Ensemble,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,1.7,fahs anjra,188.0,384
