province_prefecture,indicateur,valeur,fk_territoire,theme,fichier_source,territoire_id
Tanger - Tétouan - Al Hoceima,Cabinets de chirurgie dentaire par province (ou préfecture,260,tanger tetouan al hoceima,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,1
Al Hoceima,Cabinets de chirurgie dentaire par province (ou préfecture,13,al hoceima,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,7
Chefchaouen,Cabinets de chirurgie dentaire par province (ou préfecture,4,chefchaouen,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,8
Fahs-Anjra,Cabinets de chirurgie dentaire par province (ou préfecture,0,fahs anjra,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,5
Larache,Cabinets de chirurgie dentaire par province (ou préfecture,25,larache,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,6
Mdiq-Fnideq,Cabinets de chirurgie dentaire par province (ou préfecture,15,m'diq fnideq,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,3
Ouezzane,Cabinets de chirurgie dentaire par province (ou préfecture,7,ouezzane,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,9
Tanger Assilah,Cabinets de chirurgie dentaire par province (ou préfecture,116,tanger assilah,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,2
Tetouan,Cabinets de chirurgie dentaire par province (ou préfecture,80,tetouan,sante,cleaned_sante_11__Cabinets_de_chirurgie_dentaire_par_province__ou_préfecture___Privé.csv,4
